fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),convenient src (3),fac_update,convenient src (4),convenient src (5)
사설,https://15774129.go.kr/BCUser/facilitypic/7000001627/1560313940963.jpg,고성제일요양병원장례식장,경상남도 고성군 고성읍 남해안대로 2514 (율대리),tel:055-804-8400,055-804-8400,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,23개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000050/1554863977789.png,경남요양병원장례식장,경상남도 창녕군 남지읍 남지중앙로 45 (남지리),tel:055-526-2575,055-526-2575,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1468312924477_1000000053_0.jpg,경상국립대학교병원장례식장,"경상남도 진주시 강남로 79 (칠암동, 경상대학교병원)",tel:055-750-8448,055-750-8448,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,6개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1642493532503.JPG,보람상조개발(주)양산부산대병원장례식장,경상남도 양산시 물금읍 금오로 20 (양산부산대학교병원 장례식장),tel:055-372-4447,055-372-4447,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1421819769620_1000000723_0.JPG,대우병원장례식장,"경상남도 거제시 두모길 16 (두모동, 대우병원)",tel:055-680-8444,055-680-8444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000000267/1559107383200.png,한성병원장례식장,경상남도 창녕군 창녕읍 교리1길 2 (교리),tel:055-532-1532,055-532-1532,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000000611/1554962234498.jpg,늘푸른장례식장,경상남도 창원시 진해구 충장로 181 (여좌동),tel:055-551-8000,055-551-8000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,7개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001559/1560314295354.jpg,김해시민장례식장,경상남도 김해시 금관대로910번길 4 (풍유동),tel:055-900-4000,055-900-4000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,7개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000707/1563435466377.jpg,웅상중앙병원장례식장,경상남도 양산시 서창로 59 (명동),tel:055-912-4440,055-912-4440,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,24개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1327022117287_1000000816_0.jpg,창원파티마병원장례식장,경상남도 창원시 의창구 창이대로 45 (명서동),tel:055-270-1900,055-270-1900,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
공설,https://15774129.go.kr/BCUser/facilitypic/1613177247962.jpg,함안하늘공원장례식장,"경상남도 함안군 가야읍 함마대로 1145 (사내리, 함안하늘공원)",tel:055-585-7180,055-585-7180,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1651564165267.jpg,함안시민장례식장,경상남도 함안군 산인면 학산2길 17-50 (송정리),tel:055-785-4444,055-785-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,44개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/1000000254/1554268371919.jpg,경상남도 마산의료원 장례식장,경상남도 창원시 마산합포구 3.15대로 231 (마산의료원 장례식장),tel:055-249-1700,055-249-1700,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,9개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1636967520270.jpg,창녕전문장례식장,경상남도 창녕군 창녕읍 창녕대로 120 (탐하리),tel:055-532-4445,055-532-4445,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,3개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001466/1563522991779.jpg,세광병원장례식장,"경상남도 창원시 진해구 중원동로 55-1 (중앙동, 진해세광병원)",tel:055-545-4447,055-545-4447,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,11개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1668992928899.jpg,창원한마음병원장례식장,"경상남도 창원시 의창구 용동로57번길 8 (사림동, 창원한마음병원)",tel:055-225-1200,055-225-1200,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,6개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1751500088637.jpg,SMG연세병원장례식장,경상남도 창원시 마산합포구 3.15대로 76 (월남동2가),tel:055-223-1000,055-223-1000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,3개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000000476/1555907557123.jpg,거창장례식장,경상남도 거창군 거창읍 장팔길 159-15 (장팔리),tel:055-944-4444,055-944-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,4개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000897/1555984160997.jpg,현대병원장례식장,경상남도 김해시 구산로 23 (구산동),tel:055-331-0036,055-331-0036,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,62개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000071/1563513181655.jpg,합천고려병원 장례식장,경상남도 합천군 대양면 대야로 737-20 (정양리),tel:055-931-4464,055-931-4464,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,0개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001112/1560315202831.png,추모원장례식장,경상남도 사천시 서포면 서포로 786 (외구리),tel:055-855-4433,055-855-4433,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,3개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002962/1764054123371.jpg,덕유산자연사랑장례식장,경상남도 거창군 거창읍 거안로 1266-77 (송정리),tel:055-808-7444,055-808-7444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000000475/1563436659834.jpg,삼천포서울병원장례식장,경상남도 사천시 남일로 33 (동금동),tel:055-835-9944,055-835-9944,https://15774129.go.kr/img/portal/sub/mark4.png,,,74개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001969/1563511551212.jpg,함양제일장례식장,경상남도 함양군 함양읍 고운로 476-19 (백천리),tel:055-962-4002,055-962-4002,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1690956256108.JPG,백병원대명아임레디장례식장,"경상남도 거제시 계룡로5길 14 (상동동, 거붕백병원)",tel:055-636-3112,055-636-3112,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,13개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001111/1563949875541.jpg,우리장례식장,"경상남도 사천시 송포공단길 53 (송포동, 우리장례식장)",tel:055-834-1024,055-834-1024,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,12개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000759/1563437404330.png,연세에스병원장례식장,경상남도 창원시 진해구 해원로32번길 13 (이동),tel:055-548-7759,055-548-7759,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,8개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001626/1554269404148.jpg,양산서울요양병원장례식장,"경상남도 양산시 삼성7길 11-14,양산서울요양병원장례식장 (북정동)",tel:055-381-4144,055-381-4144,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000000976/1554281144073.jpg,21C한일병원장례식장,경상남도 거제시 사등면 지석로 70 (지석리),tel:055-634-1014,055-634-1014,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,20개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000122/1554280301075.jpg,굿뉴스요양병원장례식장,"경상남도 거제시 거제면 거제남서로 3554 (서정리, 굿뉴스병원)",tel:055-633-0844,055-633-0844,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,20개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1443602671664_1000000044_0.jpg,거창적십자병원장례식장,"경상남도 거창군 거창읍 중앙로 91 (상림리, 거창적십자병원)",tel:055-944-4482,055-944-4482,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,4개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000474/1554950501083.jpg,숭례관장례식장,경상남도 통영시 충렬로 8-5 (서호동),tel:055-643-1024,055-643-1024,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark5.png,,45개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/1679361421862.jpg,창녕군공설장례식장,경상남도 창녕군 창녕읍 탐하로 201 (술정리),tel:055-533-8510,055-533-8510,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,1개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000563/1559110238580.jpg,영락원전문장례식장,경상남도 창원시 마산회원구 봉양로 152 (봉암동),tel:055-292-4444,055-292-4444,https://15774129.go.kr/img/portal/sub/mark4.png,,,72개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000531/1560316373785.jpg,엠마우스병원 장례식장,경상남도 진주시 남강로 25 (평거동),tel:055-745-4444,055-745-4444,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,5개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1327129401816_7000000372_0.jpg,남지요양병원장례식장,"경상남도 창녕군 남지읍 동포로 15 (남지리, 낙천병원)",tel:055-526-5788,055-526-5788,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,2개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001110/1559110980285.png,한마음병원장례식장,"경상남도 사천시 향촌4길 127 (향촌동, 한마음병원)",tel:055-835-2410,055-835-2410,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,25개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1624947915710.JPG,교원예움 김해장례식장,경상남도 김해시 삼안로8번길 24 (지내동),tel:055-331-4444,055-331-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,11개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000759/1563437404330.png,연세에스병원장례식장,경상남도 창원시 진해구 해원로32번길 13 (이동),tel:055-548-7759,055-548-7759,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,8개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000878/1564473794858.jpg,함양장례식장,경상남도 함양군 함양읍 고운로 284 (백천리),tel:055-964-2000,055-964-2000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,0개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1570518284656_1000000424_0.jpg,함양성심병원장례식장,경상남도 함양군 함양읍 용평1길 5 (용평리),tel:055-962-9999,055-962-9999,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000941/1476434721171.jpg,희윤요양병원 장례식장,경상남도 밀양시 부북면 춘화로 60 (용지리),tel:055-353-9199,055-353-9199,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,114개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/700002452/1709687806632.PNG,동창원장례식장,"경상남도 창원시 의창구 동읍 의창대로 870-5 지하1층 (용잠리, 동창원요양병원)",tel:055-299-4005,055-299-4005,,,,7개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002839/1730868240273.PNG,쉴낙원양산시민장례식장,경상남도 양산시 상북면 와곡1길 26 (소토리),tel:055-381-4444,055-381-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,6개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002110/1563949281271.jpg,하동장례식장,경상남도 하동군 적량면 공설운동장로 95-7 (동산리),tel:055-883-4484,055-883-4484,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000870/1563435403027.jpg,한솔장례식장,경상남도 밀양시 창밀로 3528 (내이동),tel:055-356-7213,055-356-7213,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,185개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000000496/1555984256237.jpg,남해전문장례식장,경상남도 남해군 남해읍 남해대로 2629-4 (입현리),tel:055-863-1024,055-863-1024,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,74개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000352/1560315444362.png,삼천포장례식장,경상남도 사천시 진삼로 217-13 (송포동),tel:055-835-2244,055-835-2244,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,96개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000168/1554337359314.png,남해병원장례식장,경상남도 남해군 남해읍 화전로 175 (아산리),tel:055-863-5444,055-863-5444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,41개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001748/1560314796809.jpg,성모병원장례식장,경상남도 김해시 김해대로 2479-1 (삼정동),tel:055-336-4475,055-336-4475,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,35개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1721113221974.jpg,양산장례식장,"경상남도 양산시 동면 남양산길 73, 양산장례식장",tel:055-366-4440,055-366-4440,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,4개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000878/1564473794858.jpg,함양장례식장,경상남도 함양군 함양읍 고운로 284 (백천리),tel:055-964-2000,055-964-2000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,0개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000845/1560219691232.jpg,하동우리들병원장례식장,"경상남도 하동군 금남면 섬진강대로 957 (계천리, 하동우리들병원)",tel:055-884-1024,055-884-1024,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,108개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1470962078540_1000000843_0.jpg,하동병원장례식장,경상남도 하동군 하동읍 화심길 51-7 (두곡리),tel:055-884-7044,055-884-7044,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,27개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001203/1563952166925.png,신세계병원장례식장,경상남도 양산시 월라2길 45 (덕계동),tel:055-367-4411,055-367-4411,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,48개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000367/1563948842576.jpg,거창한국병원장례식장,"경상남도 거창군 거창읍 송정1길 24-13 (송정리, 서경병원)",tel:055-945-0130,055-945-0130,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,26개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000337/1554280886664.jpg,(주)원지산청장례식장,경상남도 산청군 신안면 지리산대로 3657 (하정리),tel:055-974-1234,055-974-1234,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,5개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/1000000170/1554255254977.jpg,남해추모누리장례식장,경상남도 남해군 서면 연죽로 46-77 (연죽리),tel:055-862-0442,055-862-0442,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,9개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
