fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),convenient src (3),convenient src (4),fac_update,convenient src (5)
사설,https://15774129.go.kr/BCUser/facilitypic/1000000045/1554355593217.png,건국대학교병원장례식장,서울특별시 광진구 능동로 120-1 (화양동),tel:02-2030-7900,02-2030-7900,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000002802/1721363520221.jfif,순천향서울장례식장,"서울특별시 용산구 대사관로 59 (한남동, 순천향대학병원)",tel:02-797-4444,02-797-4444,,,,,3개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000023/1474975523016.jpg,강동성심병원장례식장,"서울특별시 강동구 성안로 150 (길동, 강동성심병원)",tel:02-470-1692,02-470-1692,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
공설,https://15774129.go.kr/BCUser/facilitypic/1000000113/1554194357834.jpg,국립중앙의료원 장례식장,"서울특별시 중구 을지로 245 (을지로6가, 국립중앙의료원)",tel:02-2262-4800,02-2262-4800,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,5개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1685675779395.JPG,교원예움 서서울장례식장,"서울특별시 영등포구 선유로 101,교원예움서서울장례식장 (양평동1가)",tel:02-2676-4444,02-2676-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,6개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1504744615382_1000000382_0.JPG,서울성모장례식장,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정)",tel:02-2258-5940,02-2258-5940,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000649/1554360847656.png,인제대학교상계백병원장례식장,"서울특별시 노원구 동일로 1342 (상계동, 상계백병원)",tel:02-938-5320,02-938-5320,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,4개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1748328017890.jpg,신화장례식장,"서울특별시 영등포구 영중로 100 (영등포동7가, 신화요양병원)",tel:02-2679-1122,02-2679-1122,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,7개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1487232765099_1000000561_0.jpg,영등포장례식장,"서울특별시 영등포구 당산로31길 6 (당산동3가, 영등포병원)",tel:02-2679-4444,02-2679-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,1개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1467075632922_1000000635_0.jpg,삼육서울병원 추모관(구위생병원),서울특별시 동대문구 망우로 82 (휘경동),tel:02-2215-4444,02-2215-4444,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,35개월전 업데이트,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002064/1554264819404.jpg,한국보훈복지의료공단중앙보훈병원,"서울특별시 강동구 진황도로61길 53 (둔촌동, 중앙보훈병원)",tel:02-2225-1004,02-2225-1004,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000181/1554353700112.png,뉴타운장례식장,서울특별시 성북구 종암로 199 (하월곡동),tel:02-909-4444,02-909-4444,https://15774129.go.kr/img/portal/sub/mark4.png,,,,11개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1756704557299.png,복지장례문화원,서울특별시 영등포구 도림로 142 (대림동),tel:02-846-4444,02-846-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,1개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
공설,https://15774129.go.kr/BCUser/facilitypic/1663293920700.jpg,서울특별시 서울의료원 장례식장,서울특별시 중랑구 신내로 156후문 (장례식장),tel:02-2276-7671,02-2276-7671,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,8개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000214/1554355819220.png,대한병원장례식장,서울특별시 강북구 도봉로 301 (수유동),tel:02-992-4444,02-992-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,7개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000388/1554356063658.png,서울적십자병원장례식장,"서울특별시 종로구 새문안로 9 (평동, 적십자병원)",tel:02-2002-8444,02-2002-8444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000911/1554358480196.png,홍익병원장례식장,서울특별시 양천구 등촌로 22 (목동),tel:02-2600-1444,02-2600-1444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1465864060007_1000000544_0.jpg,연세대학교 강남장례식장,"서울특별시 강남구 언주로 211 (도곡동, 강남세브란스병원)",tel:02-2019-4000,02-2019-4000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,4개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1479093265477_1000000640_0.jpg,노원을지대학교병원장례식장,"서울특별시 노원구 한글비석로 68 (하계동, 을지병원)",tel:02-970-8444,02-970-8444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,2개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000404/1554361406333.png,더조은장례식장,"서울특별시 노원구 화랑로 323 지하1층, 지하3층 (월계동)",tel:02-941-4444,02-941-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,3개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000258/1560314893844.jpg,메디힐병원장례식장,서울특별시 양천구 남부순환로 331 (신월동),tel:02-2601-7500,02-2601-7500,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,47개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000899/1554366488241.png,혜민병원장례식장,서울특별시 광진구 자양로 85 (자양동),tel:02-444-1552,02-444-1552,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,8개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000376/1554359668848.png,서울대학교병원장례식장,"서울특별시 종로구 대학로 101,서울대학교병원 (연건동)",tel:02-2072-2020,02-2072-2020,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,9개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000426/1554359803386.png,성애장례식장,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",tel:02-844-4444,02-844-4444,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,6개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1532064317376_7000001943_0.jpg,쉴낙원 서울장례식장,"서울특별시 금천구 서부샛길 732 (가산동, 서울장례식장)",tel:02-2683-4444,02-2683-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,3개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001107/1554359941833.png,양천효병원장례식장,서울특별시 양천구 오목로 121 (신정동),tel:02-2692-4443,02-2692-4443,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,24개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001899/1554360675338.png,서울현대요양병원장례식장,"서울특별시 강동구 올림픽로 684 (천호동, 친구병원)",tel:02-486-4444,02-486-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,60개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
공설,https://15774129.go.kr/BCUser/facilitypic/7000002042/1554259499829.jpg,서울특별시 동부병원 장례식장,"서울특별시 동대문구 무학로 124 (용두동, 시립동부병원)",tel:02-920-9445,02-920-9445,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000873/1554360504960.gif,한일병원장례식장,서울특별시 도봉구 우이천로 308한일병원장례식장 (쌍문동),tel:02-901-3440,02-901-3440,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1374897000689_1000000805_0.jpg,태릉성심장례식장,서울특별시 노원구 화랑로 425-8 (공릉동),tel:02-976-8811,02-976-8811,https://15774129.go.kr/img/portal/sub/mark4.png,,,,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000106/1554360927268.png,구로성심병원장례식장,서울특별시 구로구 경인로 427 (고척동),tel:02-2067-1544,02-2067-1544,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,1개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000726/1560314534557.jpg,중앙대학교병원장례식장,"서울특별시 동작구 흑석로 102 (흑석동, 중앙대학교병원)",tel:02-860-3500,02-860-3500,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,9개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
공설,https://15774129.go.kr/BCUser/facilitypic/1000000384/1554268934055.jpg,서울특별시보라매병원장례식장,"서울특별시 동작구 보라매로5길 20 (신대방동, 서울특별시보라매병원)",tel:02-836-6900,02-836-6900,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,1개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000899/1554366488241.png,혜민병원장례식장,서울특별시 광진구 자양로 85 (자양동),tel:02-444-1552,02-444-1552,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,8개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000376/1554359668848.png,서울대학교병원장례식장,"서울특별시 종로구 대학로 101,서울대학교병원 (연건동)",tel:02-2072-2020,02-2072-2020,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,9개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1638617842384.jpg,면목녹색병원 장례식장,"서울특별시 중랑구 사가정로49길 53장례식장 (면목동, 원진재단부설녹색병원)",tel:02-493-4444,02-493-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1469161614669_1000000804_0.PNG,코리아병원장례식장,서울특별시 동대문구 장한로 143 (장안동),tel:02-2244-0330,02-2244-0330,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,43개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000021/1560316200570.png,한림대 강남성심병원장례식장,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",tel:02-833-3794,02-833-3794,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,22개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000239/1554354903754.png,동신병원장례식장,서울특별시 서대문구 연희로 272 (홍은동),tel:02-395-1024,02-395-1024,https://15774129.go.kr/img/portal/sub/mark4.png,,,,6개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000022/1554353077246.png,주식회사정겨운(우신장례식장),"서울특별시 관악구 시흥대로 572 지하층 우신장례식장 (신림동, 한성빌딩)",tel:02-838-4444,02-838-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,1개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1607216946911.jpg,은평요양병원장례식장,"서울특별시 은평구 통일로 935,은평요양병원장례식장 (갈현동)",tel:02-351-4444,02-351-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,16개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000872/1554354071651.png,한양대학병원장례식장,"서울특별시 성동구 왕십리로 222-1 (사근동, 한양대학부속병원)",tel:02-2290-9442,02-2290-9442,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,21개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000777/1554354745730.png,청구성심병원장례식장,"서울특별시 은평구 통일로 873 (갈현동, 청구성심병원)",tel:02-352-4445,02-352-4445,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,13개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1000000035/1554353318472.jpg,강서장례식장,서울특별시 강서구 화곡로 163 (화곡동),tel:02-2691-4414,02-2691-4414,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,13개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000225/1554352706875.png,독산장례식장,서울특별시 금천구 시흥대로116길 5 (독산동),tel:02-858-4444,02-858-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,47개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/1000000247/1554356626479.png,동주병원장례식장,서울특별시 강동구 천호대로170길 19 (성내동),tel:02-471-4444,02-471-4444,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,0개월전 업데이트,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002499/1709691288851.PNG,강서개화장례식장,서울특별시 강서구 양천로 35 (방화동),tel:02-2661-4444,02-2661-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,1개월전 업데이트,
