fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),convenient src (3),convenient src (4),convenient src (5),fac_update
사설,https://15774129.go.kr/BCUser/facilitypic/1000000798/1554268621014.jpg,충북대학교병원장례식장,"충청북도 청주시 서원구 1순환로 776 (개신동, 충북대학교병원)",tel:043-269-6969,043-269-6969,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,8개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001132/1555314852149.jpg,음성농협장례식장,충청북도 음성군 원남면 반기문로 3-26 (하노리),tel:043-872-4119,043-872-4119,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,1개월전 업데이트
공설,https://15774129.go.kr/BCUser/facilitypic/7000002117/1554266759498.jpg,단양군립노인요양병원장례식장,"충청북도 단양군 단양읍 별곡6길 10 (별곡리, 단양군노인요양전문병원)",tel:043-423-0044,043-423-0044,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,3개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002025/1554967397246.jpg,충주기독장례식장,충청북도 충주시 성남2길 7 (성남동),tel:043-844-4460,043-844-4460,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,85개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002132/1555315298250.jpg,옥천성모장례식장,"충청북도 옥천군 옥천읍 성왕로 1195 (문정리, 옥천성모병원)",tel:043-730-7444,043-730-7444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,0개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000000202/1555314900581.jpg,제일조은병원장례식장,충청북도 음성군 금왕읍 음성로1230번길 12 (금석리),tel:043-877-4444,043-877-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,6개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001183/1555315022812.jpg,농협연합장례식장,충청북도 음성군 금왕읍 대금로1278번길 32 (오선리),tel:043-883-4444,043-883-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1630899873178.jpg,영동병원장례식장,"충청북도 영동군 영동읍 대학로 106 (설계리, 영동병원)",tel:043-743-4499,043-743-4499,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,30개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000301/1555315556949.jpg,보은장례식장,충청북도 보은군 보은읍 보청대로 1469-36 (길상리),tel:043-544-0028,043-544-0028,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,0개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1663232019626.jfif,증평현대장례식장,충청북도 증평군 증평읍 중부로 2465 (송산리),tel:043-838-0003,043-838-0003,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000758/1554970942794.jpg,진천장례식장,충청북도 진천군 진천읍 백곡로 1451-30 (장관리),tel:043-532-4405,043-532-4405,,,,,,113개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000762/1554970709736.jpg,참사랑병원장례식장,충청북도 청주시 서원구 청남로 1910 (미평동),tel:043-298-9200,043-298-9200,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,18개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000132/1555312046144.jpg,금강장례식장,충청북도 보은군 보은읍 남부로 4693 (강산리),tel:043-543-0002,043-543-0002,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,21개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001008/1555315622631.jpg,보은성모병원장례식장,충청북도 보은군 보은읍 뱃들로 53 (이평리),tel:043-544-7444,043-544-7444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,59개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000290/1555314644499.jpg,송학주천장례식장,충청북도 제천시 송학주천로 97-1 (고암동),tel:043-653-4444,043-653-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,42개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000000978/1555315694304.jpg,보은농협장례식장,충청북도 보은군 보은읍 남부로 4305 (금굴리),tel:043-543-3360,043-543-3360,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,10개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000560/1555315427345.jpg,영동장례식장,충청북도 영동군 영동읍 난계로 804-46 (오탄리),tel:043-744-0454,043-744-0454,https://15774129.go.kr/img/portal/sub/mark4.png,,,,,120개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1697009305699.jpg,초정장례식장,충청북도 청주시 청원구 내수읍 우산길 93 (우산리),tel:043-213-0030,043-213-0030,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,7개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000102/1555315967942.jpg,괴산동부장례식장,충청북도 괴산군 괴산읍 괴강로 144 (동부리),tel:043-834-4040,043-834-4040,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,126개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002279/1709699198951.PNG,농협장례문화원,충청북도 진천군 이월면 진광로 302-1 (중산리),tel:043-533-8004,043-533-8004,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,72개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1687761112080.jpg,의)증평휴장례식장,충청북도 증평군 증평읍 중앙로 114지하1층 (초중리),tel:043-838-6663,043-838-6663,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,19개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001432/1555312365286.jpg,괴산성모병원장례식장,충청북도 괴산군 괴산읍 임꺽정로 116 (서부리),tel:043-833-4411,043-833-4411,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,173개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1612787080704.jpg,영동제일장례식장,"충청북도 영동군 양강면 양정죽촌로 53-9 (양정리, 장례식장)",tel:043-744-1144,043-744-1144,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,17개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1659586209849.jpg,송원장례문화원,충청북도 충주시 주덕읍 신양로 62 (신양리),tel:043-724-2211,043-724-2211,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,0개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000000078/1554341697413.png,증평장례문화원,충청북도 증평군 증평읍 하평로 55-27 (미암리),tel:043-838-9936,043-838-9936,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,99개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001146/1554688061621.png,증평대한장례식장,충청북도 증평군 증평읍 인삼로 323 (미암리),tel:043-836-7002,043-836-7002,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,10개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000299/1555315480288.jpg,보은요양병원장례식장,충청북도 보은군 수한면 후평바리미길 31 (후평리),tel:043-542-4440,043-542-4440,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,8개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000000055/1554967134431.jpg,충주시민장례식장,충청북도 충주시 두루봉길 8 (목행동),tel:043-845-4444,043-845-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,46개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000560/1555315427345.jpg,영동장례식장,충청북도 영동군 영동읍 난계로 804-46 (오탄리),tel:043-744-0454,043-744-0454,https://15774129.go.kr/img/portal/sub/mark4.png,,,,,120개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1697009305699.jpg,초정장례식장,충청북도 청주시 청원구 내수읍 우산길 93 (우산리),tel:043-213-0030,043-213-0030,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,7개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000102/1555315967942.jpg,괴산동부장례식장,충청북도 괴산군 괴산읍 괴강로 144 (동부리),tel:043-834-4040,043-834-4040,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,126개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002279/1709699198951.PNG,농협장례문화원,충청북도 진천군 이월면 진광로 302-1 (중산리),tel:043-533-8004,043-533-8004,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,72개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1687761112080.jpg,의)증평휴장례식장,충청북도 증평군 증평읍 중앙로 114지하1층 (초중리),tel:043-838-6663,043-838-6663,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,19개월전 업데이트
