fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),convenient src (3),convenient src (4),convenient src (5),fac_update
사설,https://15774129.go.kr/BCUser/facilitypic/1662536517481.png,대구가톨릭대학교의료원 장례식장,"대구광역시 남구 두류공원로17길 33 (대명동, 대구가톨릭의과대학병원)",tel:053-650-4444,053-650-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000197/1555488107596.png,대구기독병원장례식장,대구광역시 달서구 달구벌대로 1750 (두류동),tel:053-627-4447,053-627-4447,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,4개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000200/1563425275822.jpg,대구파티마병원장례식장,"대구광역시 동구 아양로 99 (신암동, 파티마병원)",tel:053-958-9000,053-958-9000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,2개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1741854971871.jpg,대구상례원전문장례식장,대구광역시 북구 호국로 133 (서변동),tel:053-952-4000,053-952-4000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,2개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000618/1554971470262.jpg,운경의료재단곽병원장례식장,"대구광역시 중구 국채보상로 531 (수동, 곽병원)",tel:053-252-1023,053-252-1023,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,67개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1455587095170_7000001354_0.png,첨단요양병원장례식장,"대구광역시 북구 대현로 19 (대현동,대현첨단병원)",tel:053-669-1004,053-669-1004,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,11개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1754638593065.jpg,대구보훈병원장례식장,대구광역시 달서구 월곡로 60 (도원동 748번지),tel:053-625-4466,053-625-4466,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,0개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1677065375599.jpg,황금요양병원 장례식장,대구광역시 수성구 수성로 216.2층 (2층),tel:053-745-4444,053-745-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000019/1563424593233.jpg,강남병원장례식장,대구광역시 동구 동촌로 207 (방촌동),tel:053-986-0044,053-986-0044,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,182개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001096/1554967938480.jpg,수성연도실,"대구광역시 수성구 수성로 347 (수성동1가, 수성성당)",tel:053-751-5961,053-751-5961,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,30개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000895/1563430413565.jpg,허병원장례식장,대구광역시 달서구 학산로 121 (본동),tel:053-522-4300,053-522-4300,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,0개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000174/1562913963105.jpg,(복)대구가톨릭사회복지회논공 장례식장,"대구광역시 달성군 논공읍 논공로 210, 성요셉요양병원장례식장 (남리)",tel:053-617-3644,053-617-3644,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,42개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1729766838229.jpg,남대구전문장례식장,대구광역시 달서구 성서공단로 315 (장동),tel:053-584-4444,053-584-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,4개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000305/1564379120783.jpg,현대S라이프(주)연세병원장례식장,대구광역시 달성군 화원읍 비슬로 2525 (성산리),tel:053-644-1919,053-644-1919,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,11개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000420/1561093760045.jpg,성심요양병원장례식장,대구광역시 남구 대명로 14 (대명동),tel:053-651-1024,053-651-1024,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1642634202941.png,제일효병원장례식장,대구광역시 서구 북비산로 250 (평리동),tel:053-525-1024,053-525-1024,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,17개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000010/1559105385021.jpg,새동산병원 장례식장(구 365병원장례식장),대구광역시 서구 국채보상로 379 (비산동),tel:053-527-4447,053-527-4447,https://15774129.go.kr/img/portal/sub/mark4.png,,,,,5개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000876/1554968456910.jpg,한패밀리병원장례식장,대구광역시 수성구 동대구로 12 (지산동),tel:053-760-8800,053-760-8800,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,9개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001198/1569217413158.jpg,수성요양병원장례식장,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",tel:053-766-4444,053-766-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,0개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002063/1563511085815.jpg,강북장례식장,대구광역시 북구 칠곡중앙대로 504-6 (읍내동),tel:053-313-1024,053-313-1024,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,29개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000456/1555489953945.png,에스병원장례식장,대구광역시 달서구 와룡로 57 (본리동),tel:053-567-0909,053-567-0909,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,35개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1482289457458_1000000032_0.png,문요양병원장례식장,대구광역시 북구 칠곡중앙대로 215 (태전동),tel:053-323-4444,053-323-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,102개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000775/1554968579183.jpg,천주성삼병원장례식장,대구광역시 수성구 달구벌대로 3190 (신매동),tel:053-792-1024,053-792-1024,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000031/1709687751294.PNG,강북전문장례식장,대구광역시 북구 칠곡중앙대로 504-12 (읍내동),tel:053-313-1024,053-313-1024,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,2개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000455/1555490517745.png,송현장례식장,대구광역시 달서구 월배로 384 (송현동),tel:053-621-4949,053-621-4949,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,7개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1479433024869_7000000120_0.jpg,케이마디병원장례식장,대구광역시 북구 팔달로 217 (노원동2가),tel:053-353-4442,053-353-4442,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000924/1563425356673.jpg,효경G병원장례식장,대구광역시 동구 화랑로 157 (효목동),tel:053-746-9310,053-746-9310,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,74개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1647589982511.JPEG,바른병원장례식장,대구광역시 동구 해동로 119 (입석동),tel:053-984-1414,053-984-1414,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,31개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1342079437231_7000000570_0.jpg,한성병원장례식장,"대구광역시 북구 칠성남로30길 28,7층 (칠성동2가, 한성병원)",tel:053-253-3444,053-253-3444,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,,94개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1753486824600.jpg,앤드요양병원 부설 앤드효백화원,대구광역시 남구 중앙대로 227 (대명동),tel:053-624-4444,053-624-4444,https://15774129.go.kr/img/portal/sub/mark4.png,,,,,8개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002375/1709691532168.PNG,대구요양병원장례식장,"대구광역시 남구 현충로 184 (대명동, 대구요양병원)",tel:053-624-8444,053-624-8444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,6개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1744855385069.jpg,대구전문장례식장,대구광역시 동구 금호강변로 71 (용계동),tel:053-961-4444,053-961-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,8개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000120/1561094383600.png,군위농협장례식장,"대구광역시 군위군 군위읍 중앙길 165-6 (정리, 농협경제사업장)",tel:054-383-2990,054-383-2990,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,11개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1581154234038_7000002028_0.jpg,중앙요양병원 장례식장(구.가야기독),대구광역시 달서구 월배로83길 14 (송현동),tel:053-627-4444,053-627-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,23개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000000484/1563425136665.jpg,안심병원장례식장,대구광역시 동구 안심로41길 50 (서호동),tel:053-962-1024,053-962-1024,,,,,,10개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000112/1561619648886.jpg,구병원장례식장,대구광역시 달서구 감삼북길 141 (감삼동),tel:053-524-4444,053-524-4444,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,,14개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1000000198/1559105292481.jpg,대구병원장례식장,대구광역시 북구 칠곡중앙대로 194 (태전동),tel:053-311-4488,053-311-4488,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,59개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1479433024869_7000000120_0.jpg,케이마디병원장례식장,대구광역시 북구 팔달로 217 (노원동2가),tel:053-353-4442,053-353-4442,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000001838/1555489342803.png,한결장례식장,"대구광역시 달서구 대명천로 15 (성당동, 한결요양병원)",tel:053-655-4444,053-655-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,9개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1345703080447_7000000585_0.jpg,하나원전문장례식장,대구광역시 달성군 현풍면 논공로 96 (성하리),tel:053-615-4000,053-615-4000,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,,1개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000000332/1554686428860.png,성서요양병원장례식장,대구광역시 달서구 문화회관1안길 29 (장기동),tel:053-582-0444,053-582-0444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,46개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1732174075214.jpg,선진요양병원장례식장,대구광역시 달서구 월배로 446 (송현동),tel:053-655-1110,053-655-1110,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,13개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/1588983886335_7000002386_0.jpg,성서병원장례식장,"대구광역시 달서구 달구벌대로 1152, B2층 (신당동, 성서병원)",tel:053-581-4444,053-581-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,32개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002785/1715041834440.png,대구연세요양병원장례식장,대구광역시 서구 북비산로 156 (평리동),tel:053-556-8008,053-556-8008,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,20개월전 업데이트
사설,https://15774129.go.kr/BCUser/facilitypic/7000002530/1709686037381.PNG,계산성당 연도실,"대구광역시 중구 서성로 10 (계산동2가, 천주교계산천주교회)",tel:053-256-2046,053-256-2046,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,,,194개월전 업데이트
