fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),convenient src (3),fac_update,convenient src (4),convenient src (5)
사설,https://15774129.go.kr/BCUser/facilitypic/1707100955528.jpg,목련공원묘원,"강원특별자치도 철원군 서면 싸리골길 133 (자등리, 목련공원)",tel:033-458-4444,033-458-4444,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,22개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000003/1707207722707.PNG,(재)남양공원묘원,경상북도 성주군 선남면 관용로 401-41 (오도리),tel:054-932-4444,054-932-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,72개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/1599181529888_2000000179_0.jpg,보령시모란공원,충청남도 보령시 성주면 만수로 693 (개화리),tel:041-933-5671,041-933-5671,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,76개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000169/1707269257927.PNG,물미묘원,강원특별자치도 영월군 주천면 솔치로 240-120 (신일리),tel:033-370-2823,033-370-2823,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,3개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000458/1707207844911.PNG,천주교안성추모공원(묘원),경기도 안성시 보개면 보삼로 319-34 (북가현리),tel:031-672-4276,031-672-4276,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,17개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1349338731476_2000000255_0.JPG,함양하늘공원(묘지),"경상남도 함양군 지곡면 함양로 2139-2 (마산리, 하늘공원)",tel:055-964-0303,055-964-0303,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,3개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1736289625782.png,(재)하늘나라공원 포천묘원,"경기도 포천시 소흘읍 부흥로 212,2층 (무봉리)",tel:031-542-1302,031-542-1302,https://15774129.go.kr/img/portal/sub/mark4.png,,,29개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1611635024625.jpg,금릉공원묘원,경상북도 김천시 봉산면 광천4길 155-200 (광천리),tel:054-430-0333,054-430-0333,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,11개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001365/1707208140201.PNG,(재)경춘공원묘원,강원특별자치도 춘천시 서면 노동길 181 (안보리),tel:033-263-7300,033-263-7300,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,25개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1691278773647.JPG,우성공원묘원,"경기도 안성시 일죽면 화곡길 158 (화곡리, 우성공원묘원)",tel:031-672-5008,031-672-5008,https://15774129.go.kr/img/portal/sub/mark4.png,,,28개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000535/1707267842120.PNG,청파동성당 청파묘원,경기도 양주시 장흥면 호국로 8 (일영리),tel:031-855-5660,031-855-5660,https://15774129.go.kr/img/portal/sub/mark4.png,,,3개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000013/1707267934296.PNG,(재)화신공원묘원,전라북도 정읍시 옹동면 옹동용호길 110-76 (용호리),tel:063-538-4905,063-538-4905,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,107개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1465886300788_2000000502_0.jpg,(재)풍산공원묘원,"충청남도 천안시 동남구 병천면 풍산공원길 70 (봉항리, 풍산공원묘역)",tel:041-554-4199,041-554-4199,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,121개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000607/1707268603836.PNG,청파동성당 평화묘원,경기도 파주시 탄현면 월롱산로 503-66 (금승리),tel:031-942-9475,031-942-9475,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,8개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1595312223160_7000002396_0.jpg,(재)호정공원(묘지),전라북도 완주군 화산면 운곡로 381-64 (운곡리),tel:063-214-1009,063-214-1009,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,10개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001452/1707266321926.PNG,(주)광림공원 동산공원묘원(묘지),"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",tel:033-263-9446,033-263-9446,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,11개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/2000000135/1707268048305.PNG,(재)동산공원묘원,경상북도 포항시 남구 동해면 동해안로 5294-90 (상정리),tel:054-248-4444,054-248-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,61개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000219/1564538386453.jpg,삼척시추모공원 묘지 제1단지,"강원특별자치도 삼척시 강원남부로 4541 (등봉동, 삼척시공원묘지)",tel:033-574-7912,033-574-7912,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,57개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000372/1707268237657.PNG,유달공원묘지,전라남도 무안군 삼향읍 수련길 255 (지산리),tel:061-282-4437,061-282-4437,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,85개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000002/1707268464992.PNG,(재)지평선전북공원묘원(묘지),전라북도 김제시 금구면 선암1길 290 (선암리),tel:063-546-5011,063-546-5011,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,38개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1606613018751.jpg,(재)진달래문화재단,충청북도 충주시 앙성면 와평2길 84 (지당리),tel:043-855-4444,043-855-4444,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,22개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1736137115131.jpg,(재)석계공원묘원,"경상남도 양산시 상북면 오룡길 148-45 (외석리, 석계공원묘지)",tel:055-374-8436,055-374-8436,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,11개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000323/1707268989689.PNG,영락공원묘원,경상남도 김해시 주촌면 서부로1637번길 546 (덕암리),tel:055-337-3223,055-337-3223,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,108개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1465371577534_2000000674_0.jpg,(재)자하연포천(묘지),경기도 포천시 영중면 궁들길 84 (금주리),tel:031-532-6534,031-532-6534,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,36개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1465884219584_7000001348_0.jpg,별그리다(THE HILL),"경기도 양평군 양동면 양동금곡1길 331 (삼산리, 양평공원묘원)",tel:031-333-1111,031-333-1111,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,10개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000022/1707269055296.PNG,(재)경맥백합공원,경상북도 경산시 남천면 남천로 188-60 (흥산리),tel:053-813-6044,053-813-6044,https://15774129.go.kr/img/portal/sub/mark4.png,,,39개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000304/1707269428664.PNG,양양군공설묘원,"강원특별자치도 양양군 양양읍 남대천로 251-121 (월리, 양양군공설묘원)",tel:033-670-2163,033-670-2163,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,98개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1389080386554_2000000515_0.JPG,(재)한남공원묘원,경기도 광주시 매자리길 185-22 (매산동),tel:031-765-0076,031-765-0076,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,0개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000480/1707270663243.PNG,충주공원묘원,충청북도 충주시 두루봉길 57 (목행동),tel:043-853-3414,043-853-3414,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,7개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1465460126658_2000000110_0.jpg,대정공원묘원,"부산광역시 기장군 정관읍 양수길 76 (용수리, 대정공원묘원관리소)",tel:051-728-4949,051-728-4949,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,11개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1600048521824_2000000141_0.jpg,동화경모공원(묘지),"경기도 파주시 탄현면 헤이리로 98 (법흥리, 동화경모공원)",tel:031-945-3226,031-945-3226,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,36개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001067/1707269545412.PNG,천주교혜화동성당 포천묘원,경기도 포천시 소흘읍 윗용상길 68 (이동교리),tel:031-542-1410,031-542-1410,https://15774129.go.kr/img/portal/sub/mark4.png,,,2개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1689752807985.JPG,영모묘원,"전라북도 익산시 왕궁면 호반로 173-45 (동봉리, 영모묘원납골당)",tel:063-836-4311,063-836-4311,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,3개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000038/1707270561740.PNG,광주공원묘원,경기도 광주시 매자리길 235 (매산동),tel:031-762-0077,031-762-0077,https://15774129.go.kr/img/portal/sub/mark4.png,,,37개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000487/1707271299153.PNG,칠량자연공원묘원,전라남도 강진군 칠량면 삼흥공원길 178-54 (삼흥리),tel:061-433-2011,061-433-2011,https://15774129.go.kr/img/portal/sub/mark4.png,,,44개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1465882705836_2000000353_0.jpg,(재)용인공원(묘지),"경기도 용인시 처인구 모현읍 새래로 158-33 (초부리, 용인공원묘지)",tel:031-334-3484,031-334-3484,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,24개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000005/1707271707496.PNG,(재)봉황공원묘지,전라북도 군산시 임피면 미원리 산100-1,tel:063-453-5533,063-453-5533,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,2개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000139/1564538978956.jpg,동해시하늘정원묘지,강원도 동해시 강원남부로 4589 (단봉동),tel:033-530-2796,033-530-2796,https://15774129.go.kr/img/portal/sub/mark4.png,,,115개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000010/1707270937834.PNG,(재)우성공원묘원,"경상북도 성주군 선남면 관용로 470-54 (용신리, 우성공원사무소)",tel:054-933-4774,054-933-4774,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,11개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/1488515339737_7000000349_0.jpg,함안군공설추모공원,"경상남도 함안군 가야읍 봉수로 609 (도항리, 함안군공설추모공원)",tel:055-582-1207,055-582-1207,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,61개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1731914369494.jpg,(재)경주공원묘원,경상북도 경주시 강동면 오금큰길 505 (왕신리),tel:054-763-4444,054-763-4444,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,11개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/1547100194255_2000000084_0.jpg,남한강공원묘원,경기도 여주시 가남읍 송삼로 459-35 (금곡리),tel:031-882-6689,031-882-6689,https://15774129.go.kr/img/portal/sub/mark4.png,,,2개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000029/1564539137441.png,고성군 공설묘원,강원특별자치도 고성군 죽왕면 공설묘원길 32 (가진리),tel:033-682-4448,033-682-4448,,,,115개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000416/1707271896506.PNG,(재)조양공원,경상북도 칠곡군 지천면 달방길 215 (달서리),tel:054-972-2205,054-972-2205,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,9개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1691734731166.jpg,초동교회공원묘원,경기도 안성시 삼죽면 음촌길 36-77 (배태리),tel:031-672-4049,031-672-4049,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,28개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000491/1707272513909.PNG,태백공원묘원,"강원도 태백시 백두대간로 844 (창죽동, 태백공동묘지)",tel:033-550-2844,033-550-2844,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,40개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000435/1707272268190.PNG,진천군공설묘지,"충청북도 진천군 진천읍 백곡로 1465-34 (장관리, 진천군공설묘지)",tel:043-539-3868,043-539-3868,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,96개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/1599816524567_7000001490_0.jpg,(재)광주구천주교공원묘원,전라남도 담양군 월산면 월광로 512 (광암리),tel:062-227-7124,062-227-7124,https://15774129.go.kr/img/portal/sub/mark4.png,,,53개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001456/1707272023873.PNG,(재)개나리추모공원,충청북도 제천시 송학면 도화로 194 (도화리),tel:043-642-4444,043-642-4444,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,23개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001047/1707272147554.PNG,금호동성당 천보묘원(묘지),경기도 포천시 화합로 116 (동교동),tel:031-541-0098,031-541-0098,https://15774129.go.kr/img/portal/sub/mark4.png,,,29개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001051/1707272405507.PNG,전농동성당 평화묘원,경기도 포천시 화현면 영일로368번길 66 (지현리),tel:031-532-9723,031-532-9723,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,0개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,
사설,https://15774129.go.kr/BCUser/facilitypic/2000008451/1711523112511.PNG,(재)천주교평내공원묘원,경기도 남양주시 평내동 산45-1,tel:02-727-2225,02-727-2225,,,,101개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1719479909519.jpg,재림공원묘원,경기도 포천시 소흘읍 송우로 101-16 (송우리),tel:031-542-1081,031-542-1081,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,0개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1465957049538_2000000216_0.png,삼성개발공원묘원(묘지),경기도 광주시 오포로 211-50 (능평동),tel:031-766-4260,031-766-4260,https://15774129.go.kr/img/portal/sub/mark4.png,,,0개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000286/1707282571102.PNG,(재)신세계공원묘원,대구광역시 군위군 효령면 녹동길 129-190 (장군리),tel:054-382-5250,054-382-5250,https://15774129.go.kr/img/portal/sub/mark4.png,,,19개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000327/1483335295508.jpg,영종공설묘지(신규매장불가),인천광역시 중구 운북동 132-80,tel:032-746-1672,032-746-1672,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,112개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1673836485186.jpg,재단법인 춘천공원묘원,강원특별자치도 춘천시 신북읍 배후령길 154-18 (천전리),tel:033-252-4444,033-252-4444,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,,31개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000457/1707281364391.PNG,신당동성당 소화묘원,"경기도 남양주시 조안면 다산로 363 (능내리, 천주교신당동교회)",tel:031-576-1461,031-576-1461,https://15774129.go.kr/img/portal/sub/mark4.png,,,99개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1543813388311_2000000514_0.jpg,(재)학명묘원,경상북도 칠곡군 동명면 학명리 산81-1,tel:054-972-5560,054-972-5560,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,85개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/1720085470674.jpg,창원공원묘원(묘지),경상남도 창원시 마산합포구 진동면 공원묘원로 134 (인곡리),tel:055-271-1700,055-271-1700,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,,17개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000173/1707281153134.PNG,백란공원묘원,경기도 고양시 덕양구 내유길131번길 123 (내유동),tel:031-962-8391,031-962-8391,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,69개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000301/1707272763729.PNG,애향묘지,제주특별자치도 제주시 노형동 산18-1,tel:064-728-2563,064-728-2563,,,,115개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/1697075198177.jpg,평창군 공설묘지,"강원특별자치도 평창군 방림면 서동로 1741-36 (방림리, 평창공원묘지)",tel:033-339-9026,033-339-9026,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,26개월전 업데이트,,
사설,https://15774129.go.kr/BCUser/facilitypic/2000000321/1707282783697.PNG,영동공원묘원,"강원특별자치도 강릉시 강동면 율곡로 2118-45 (안인리, 영동공원관리묘원사무소)",tel:033-645-7444,033-645-7444,https://15774129.go.kr/img/portal/sub/mark4.png,,,75개월전 업데이트,,
공설,https://15774129.go.kr/BCUser/facilitypic/2000000314/1705624362143.png,세종시공설묘지,세종특별자치시 전동면 전동로 539 (봉대리),tel:044-850-1346,044-850-1346,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark4.png,,40개월전 업데이트,,
