ID,구분,시설명,주소,전화번호,사진유무,가격유무,좌표중복,인접시설,상태,사진링크,네이버지도(링크),구글지도(링크)
793,봉안당,달마사봉안당,서울특별시 동작구 서달로 50-26 달마사,02-822-8771,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000649/1467261890589.jpg)",https://map.naver.com/v5/search/%EB%8B%AC%EB%A7%88%EC%82%AC%EB%B4%89%EC%95%88%EB%8B%B9,https://www.google.com/maps/search/?api=1&query=%EB%8B%AC%EB%A7%88%EC%82%AC%EB%B4%89%EC%95%88%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%84%9C%EB%8B%AC%EB%A1%9C%2050-26%20%EB%8B%AC%EB%A7%88%EC%82%AC
794,봉안당,하늘의문(천주교 신곡2동성당),경기도 용인시 수지구 대지로 243,031-856-0191,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/3000000192/1707887932798.PNG)",https://map.naver.com/v5/search/%ED%95%98%EB%8A%98%EC%9D%98%EB%AC%B8(%EC%B2%9C%EC%A3%BC%EA%B5%90%20%EC%8B%A0%EA%B3%A12%EB%8F%99%EC%84%B1%EB%8B%B9),https://www.google.com/maps/search/?api=1&query=%ED%95%98%EB%8A%98%EC%9D%98%EB%AC%B8(%EC%B2%9C%EC%A3%BC%EA%B5%90%20%EC%8B%A0%EA%B3%A12%EB%8F%99%EC%84%B1%EB%8B%B9)%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%88%98%EC%A7%80%EA%B5%AC%20%EB%8C%80%EC%A7%80%EB%A1%9C%20243
796,봉안당,울릉하늘섬공원,경상북도 울릉군 서면 태하령길 314,054-791-1888,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/3000000173/1564532695174.jpg)",https://map.naver.com/v5/search/%EC%9A%B8%EB%A6%89%ED%95%98%EB%8A%98%EC%84%AC%EA%B3%B5%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EB%A6%89%ED%95%98%EB%8A%98%EC%84%AC%EA%B3%B5%EC%9B%90%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%9A%B8%EB%A6%89%EA%B5%B0%20%EC%84%9C%EB%A9%B4%20%ED%83%9C%ED%95%98%EB%A0%B9%EA%B8%B8%20314
798,봉안당,청주시목련원목련당,충청북도 청주시 상당구 목련로 731 (월오동),043-270-8578,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/1630897896691.jpg)",https://map.naver.com/v5/search/%EC%B2%AD%EC%A3%BC%EC%8B%9C%EB%AA%A9%EB%A0%A8%EC%9B%90%EB%AA%A9%EB%A0%A8%EB%8B%B9,https://www.google.com/maps/search/?api=1&query=%EC%B2%AD%EC%A3%BC%EC%8B%9C%EB%AA%A9%EB%A0%A8%EC%9B%90%EB%AA%A9%EB%A0%A8%EB%8B%B9%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%83%81%EB%8B%B9%EA%B5%AC%20%EB%AA%A9%EB%A0%A8%EB%A1%9C%20731%20(%EC%9B%94%EC%98%A4%EB%8F%99)
800,봉안당,합천추모공원,경상남도 합천군 합천읍 합천호수로 1633 합천추모공원,055-934-4444,O,O,X,,양호,"[대표](https://places.googleapis.com/v1/places/ChIJqWU4y39ybzURk7OhUhU00CU/photos/AZLasHo48VnF77QL2IS5az15jMe_prbrmzZBFt206mU1JLa5nya-Tm9oQnsGC9cPzfdrbghZXGxDTcx6DDGy3kdDFVx2fojyyD0eP4V86PIR8KyXKrLqRfKNZ8Dxzfkag_zpBjNpq0ug7ja6wYG2mbRmBw6JEoM_oGCi1vu0ebulZCazCjjhYCw4237MbjnkQFl48s2n4IurCSHPZ35BVYU9ogBeH90LQy2peJpFw4Kx5QdPJi9zzfkVcJPZ8eddjhSmmT2yysSAurLqkMnWQw2XFAlHLTIDS8EazYyiS6z1sYX3sADQCvkHRNAcSsMvRHmeSiCgHdrm3kb4uZTNMFGYBa8ZsXGZuHLXBfSZMe_aQaEUpo5iu3BmFT6rCIFinCWj0VhJCvj-Ve7Rhjxa7OwabSvprK0eh_1K_y7tOiAmQd-xNC4/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJqWU4y39ybzURk7OhUhU00CU/photos/AZLasHo48VnF77QL2IS5az15jMe_prbrmzZBFt206mU1JLa5nya-Tm9oQnsGC9cPzfdrbghZXGxDTcx6DDGy3kdDFVx2fojyyD0eP4V86PIR8KyXKrLqRfKNZ8Dxzfkag_zpBjNpq0ug7ja6wYG2mbRmBw6JEoM_oGCi1vu0ebulZCazCjjhYCw4237MbjnkQFl48s2n4IurCSHPZ35BVYU9ogBeH90LQy2peJpFw4Kx5QdPJi9zzfkVcJPZ8eddjhSmmT2yysSAurLqkMnWQw2XFAlHLTIDS8EazYyiS6z1sYX3sADQCvkHRNAcSsMvRHmeSiCgHdrm3kb4uZTNMFGYBa8ZsXGZuHLXBfSZMe_aQaEUpo5iu3BmFT6rCIFinCWj0VhJCvj-Ve7Rhjxa7OwabSvprK0eh_1K_y7tOiAmQd-xNC4/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%ED%95%A9%EC%B2%9C%EC%B6%94%EB%AA%A8%EA%B3%B5%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%ED%95%A9%EC%B2%9C%EC%B6%94%EB%AA%A8%EA%B3%B5%EC%9B%90%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%ED%95%A9%EC%B2%9C%EA%B5%B0%20%ED%95%A9%EC%B2%9C%EC%9D%8D%20%ED%95%A9%EC%B2%9C%ED%98%B8%EC%88%98%EB%A1%9C%201633%20%ED%95%A9%EC%B2%9C%EC%B6%94%EB%AA%A8%EA%B3%B5%EC%9B%90
801,봉안당,광릉추모공원,경기도 포천시 내촌면 마명리 134,031-532-2520,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJp3N_hmLOfDUR_WZ--W2JM4k/photos/AZLasHrihA7dCFwL4mVo0P_QffSH-i8cZZhquyaEq36ib2oP8RMnqyxdvNByCQzkudOHzZG5PFB_hQdEP7xj9bx9pu-MRnUWq5Wh8PTS6WfbW6yedaEBcMlqcnWzD_LDGZB-f9GLhvZfbpcLG08AJI85h1uXf3REo24zZBHp6dVoV3Ebht3V2Ow4vPPD0sxAHJ4GOZmoh02vaPuZIoavfpg3O0rGHAjHTTTDk7RdcBUtMMa5Yxil9D58al-LUdVugEWQpW47e86trG3pp2JqPSf2M-Pmr12v6OhYVm3xQsgij_H7Pf-N-JOe0dIH6OjWf2DIHGp4RfGX_DTyW1x7mSpA2QnAvghJBpLU05Ieg_MpGjzeujf8fZjCR7xJdpcCHbUMRnYnZ-73hb3wcZ99QeJcGSdBY7FlXRjXffF6lblbhk9oneQ/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJp3N_hmLOfDUR_WZ--W2JM4k/photos/AZLasHrihA7dCFwL4mVo0P_QffSH-i8cZZhquyaEq36ib2oP8RMnqyxdvNByCQzkudOHzZG5PFB_hQdEP7xj9bx9pu-MRnUWq5Wh8PTS6WfbW6yedaEBcMlqcnWzD_LDGZB-f9GLhvZfbpcLG08AJI85h1uXf3REo24zZBHp6dVoV3Ebht3V2Ow4vPPD0sxAHJ4GOZmoh02vaPuZIoavfpg3O0rGHAjHTTTDk7RdcBUtMMa5Yxil9D58al-LUdVugEWQpW47e86trG3pp2JqPSf2M-Pmr12v6OhYVm3xQsgij_H7Pf-N-JOe0dIH6OjWf2DIHGp4RfGX_DTyW1x7mSpA2QnAvghJBpLU05Ieg_MpGjzeujf8fZjCR7xJdpcCHbUMRnYnZ-73hb3wcZ99QeJcGSdBY7FlXRjXffF6lblbhk9oneQ/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%EA%B4%91%EB%A6%89%EC%B6%94%EB%AA%A8%EA%B3%B5%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EB%A6%89%EC%B6%94%EB%AA%A8%EA%B3%B5%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EB%82%B4%EC%B4%8C%EB%A9%B4%20%EB%A7%88%EB%AA%85%EB%A6%AC%20134
803,봉안당,천주교평화의문,경기도 파주시 탄현면 성동로 111,031-941-6805,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/3000000193/1465881578418.jpg)",https://map.naver.com/v5/search/%EC%B2%9C%EC%A3%BC%EA%B5%90%ED%8F%89%ED%99%94%EC%9D%98%EB%AC%B8,https://www.google.com/maps/search/?api=1&query=%EC%B2%9C%EC%A3%BC%EA%B5%90%ED%8F%89%ED%99%94%EC%9D%98%EB%AC%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%ED%83%84%ED%98%84%EB%A9%B4%20%EC%84%B1%EB%8F%99%EB%A1%9C%20111
804,봉안당,합천군 공설봉안담,경상남도 합천군 율곡면,055-930-4745,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001695/1707887526990.PNG)",https://map.naver.com/v5/search/%ED%95%A9%EC%B2%9C%EA%B5%B0%20%EA%B3%B5%EC%84%A4%EB%B4%89%EC%95%88%EB%8B%B4,https://www.google.com/maps/search/?api=1&query=%ED%95%A9%EC%B2%9C%EA%B5%B0%20%EA%B3%B5%EC%84%A4%EB%B4%89%EC%95%88%EB%8B%B4%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%ED%95%A9%EC%B2%9C%EA%B5%B0%20%EC%9C%A8%EA%B3%A1%EB%A9%B4
805,봉안당,증평군 추모의집,충청북도 음성군 금왕읍 덕금로 936-61  예은추모공원 내 (용계리),043-835-4813,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1611311866318.jpg)",https://map.naver.com/v5/search/%EC%A6%9D%ED%8F%89%EA%B5%B0%20%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91,https://www.google.com/maps/search/?api=1&query=%EC%A6%9D%ED%8F%89%EA%B5%B0%20%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84%20%EC%9D%8C%EC%84%B1%EA%B5%B0%20%EA%B8%88%EC%99%95%EC%9D%8D%20%EB%8D%95%EA%B8%88%EB%A1%9C%20936-61%2C%20%EC%98%88%EC%9D%80%EC%B6%94%EB%AA%A8%EA%B3%B5%EC%9B%90%20%EB%82%B4%20(%EC%9A%A9%EA%B3%84%EB%A6%AC)
806,봉안당,새문안교회 추모관,경기도 파주시 광탄면 보광로 389,031-937-8264,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/1697766384419.jpg)",https://map.naver.com/v5/search/%EC%83%88%EB%AC%B8%EC%95%88%EA%B5%90%ED%9A%8C%20%EC%B6%94%EB%AA%A8%EA%B4%80,https://www.google.com/maps/search/?api=1&query=%EC%83%88%EB%AC%B8%EC%95%88%EA%B5%90%ED%9A%8C%20%EC%B6%94%EB%AA%A8%EA%B4%80%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B4%91%ED%83%84%EB%A9%B4%20%EB%B3%B4%EA%B4%91%EB%A1%9C%20389
807,봉안당,하늘문 봉안당,하늘의 문 성당,031-671-0500,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/7000002562/1708328443201.PNG)",https://map.naver.com/v5/search/%ED%95%98%EB%8A%98%EB%AC%B8%20%EB%B4%89%EC%95%88%EB%8B%B9,https://www.google.com/maps/search/?api=1&query=%ED%95%98%EB%8A%98%EB%AC%B8%20%EB%B4%89%EC%95%88%EB%8B%B9%20%ED%95%98%EB%8A%98%EC%9D%98%20%EB%AC%B8%20%EC%84%B1%EB%8B%B9
808,봉안당,산청군공설묘지 본향원,경상남도 산청군 신등면 신등가회로 357-17 (가술리  본향원),055-973-2491,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/1600424508977_7000002453_0.jpg)",https://map.naver.com/v5/search/%EC%82%B0%EC%B2%AD%EA%B5%B0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EB%B3%B8%ED%96%A5%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EC%82%B0%EC%B2%AD%EA%B5%B0%EA%B3%B5%EC%84%A4%EB%AC%98%EC%A7%80%20%EB%B3%B8%ED%96%A5%EC%9B%90%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%82%B0%EC%B2%AD%EA%B5%B0%20%EC%8B%A0%EB%93%B1%EB%A9%B4%20%EC%8B%A0%EB%93%B1%EA%B0%80%ED%9A%8C%EB%A1%9C%20357-17%20(%EA%B0%80%EC%88%A0%EB%A6%AC%2C%20%EB%B3%B8%ED%96%A5%EC%9B%90)
811,봉안당,성산읍공설봉안당,제주특별자치도 서귀포시 성산읍 금백조로 548,064-787-6044,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/1465267342571_3000000064_0.jpg)",https://map.naver.com/v5/search/%EC%84%B1%EC%82%B0%EC%9D%8D%EA%B3%B5%EC%84%A4%EB%B4%89%EC%95%88%EB%8B%B9,https://www.google.com/maps/search/?api=1&query=%EC%84%B1%EC%82%B0%EC%9D%8D%EA%B3%B5%EC%84%A4%EB%B4%89%EC%95%88%EB%8B%B9%20%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EA%B8%88%EB%B0%B1%EC%A1%B0%EB%A1%9C%20548
813,봉안당,청솔공원 봉안묘,강원특별자치도 강릉시 사천면 석교리 산162,033-660-3857,O,O,X,,양호,"[대표](https://places.googleapis.com/v1/places/ChIJoySs-zT7YTURisLgMx_jetY/photos/AZLasHrJqHRDXqsBWfrvW_y7wMWCyORmMKQYnYtvUmN2n9DQckw8R5XimmZIP7Zut7p9afjobakm8zv1od_JskYG_n4IbM4rEHHNgLQBpYSxE7UOYoBJES0xtzmAo-eOEwMyOW6MY7svPsUcH6jnlVA0a6aGK1yz8BoJfNMeLawmgl7pXJ0_UO-u7vRSQpUG-7oMLSpFCQTH3NikGtE-fPpjznFFybgYTOUzWKtxOPUIuR2Ap2YUm6SAky4zeNGiTSKaS1qnokA7nw1gq5kyJMkWFWIdUiME9w6gD1d_JD7PM2T7jANiJFo_uqBYEsnaf3hPM_U3rEdOAVxtNtdn-evIjjRU65I-4qyzJVrWvrLR7ndCZSj77cBYZm39lijh2YFPykyW0I-auvotSA-ajhuZHEL0TBSuUOkdkSGQwgf2YUVmkhEkU19M1lQOHMp6/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJoySs-zT7YTURisLgMx_jetY/photos/AZLasHrJqHRDXqsBWfrvW_y7wMWCyORmMKQYnYtvUmN2n9DQckw8R5XimmZIP7Zut7p9afjobakm8zv1od_JskYG_n4IbM4rEHHNgLQBpYSxE7UOYoBJES0xtzmAo-eOEwMyOW6MY7svPsUcH6jnlVA0a6aGK1yz8BoJfNMeLawmgl7pXJ0_UO-u7vRSQpUG-7oMLSpFCQTH3NikGtE-fPpjznFFybgYTOUzWKtxOPUIuR2Ap2YUm6SAky4zeNGiTSKaS1qnokA7nw1gq5kyJMkWFWIdUiME9w6gD1d_JD7PM2T7jANiJFo_uqBYEsnaf3hPM_U3rEdOAVxtNtdn-evIjjRU65I-4qyzJVrWvrLR7ndCZSj77cBYZm39lijh2YFPykyW0I-auvotSA-ajhuZHEL0TBSuUOkdkSGQwgf2YUVmkhEkU19M1lQOHMp6/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%EC%B2%AD%EC%86%94%EA%B3%B5%EC%9B%90%20%EB%B4%89%EC%95%88%EB%AC%98,https://www.google.com/maps/search/?api=1&query=%EC%B2%AD%EC%86%94%EA%B3%B5%EC%9B%90%20%EB%B4%89%EC%95%88%EB%AC%98%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%82%AC%EC%B2%9C%EB%A9%B4%20%EC%84%9D%EA%B5%90%EB%A6%AC%20%EC%82%B0162
814,봉안당,노들하늘공원(동작구추모의집),경기도 화성시 향남읍 서봉로755번길 17-15,031-354-2325,O,O,O,성북구추모의집 (780),양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001342/1711344225073.PNG)",https://map.naver.com/v5/search/%EB%85%B8%EB%93%A4%ED%95%98%EB%8A%98%EA%B3%B5%EC%9B%90(%EB%8F%99%EC%9E%91%EA%B5%AC%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91),https://www.google.com/maps/search/?api=1&query=%EB%85%B8%EB%93%A4%ED%95%98%EB%8A%98%EA%B3%B5%EC%9B%90(%EB%8F%99%EC%9E%91%EA%B5%AC%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91)%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%ED%96%A5%EB%82%A8%EC%9D%8D%20%EC%84%9C%EB%B4%89%EB%A1%9C755%EB%B2%88%EA%B8%B8%2017-15
818,봉안당,성동구추모의집,경기도 화성시 향남읍 서봉로755번길 17-15,031-354-2325,O,O,O,종로구추모의집 (785),양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001351/1708328577861.PNG)",https://map.naver.com/v5/search/%EC%84%B1%EB%8F%99%EA%B5%AC%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91,https://www.google.com/maps/search/?api=1&query=%EC%84%B1%EB%8F%99%EA%B5%AC%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%ED%96%A5%EB%82%A8%EC%9D%8D%20%EC%84%9C%EB%B4%89%EB%A1%9C755%EB%B2%88%EA%B8%B8%2017-15
819,봉안당,중구추모의집,경기도 화성시 향남읍 서봉로755번길 17-15,031-354-2325,O,O,O,성북구추모의집 (780),양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001353/1621584283460.jpg)",https://map.naver.com/v5/search/%EC%A4%91%EA%B5%AC%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91,https://www.google.com/maps/search/?api=1&query=%EC%A4%91%EA%B5%AC%EC%B6%94%EB%AA%A8%EC%9D%98%EC%A7%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%ED%96%A5%EB%82%A8%EC%9D%8D%20%EC%84%9C%EB%B4%89%EB%A1%9C755%EB%B2%88%EA%B8%B8%2017-15
820,봉안당,상락원 지장영묘전,경기도 파주시 송화로 136 (야동동  한국불교상락원),031-941-3416,O,X,O,낙원공원묘원 (1233),미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000633/1465883780601.jpg)",https://map.naver.com/v5/search/%EC%83%81%EB%9D%BD%EC%9B%90%20%EC%A7%80%EC%9E%A5%EC%98%81%EB%AC%98%EC%A0%84,https://www.google.com/maps/search/?api=1&query=%EC%83%81%EB%9D%BD%EC%9B%90%20%EC%A7%80%EC%9E%A5%EC%98%81%EB%AC%98%EC%A0%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%86%A1%ED%99%94%EB%A1%9C%20136%20(%EC%95%BC%EB%8F%99%EB%8F%99%2C%20%ED%95%9C%EA%B5%AD%EB%B6%88%EA%B5%90%EC%83%81%EB%9D%BD%EC%9B%90)
821,봉안당,흥창사,서울특별시 은평구 진관동 71-9,02-356-9075,O,O,O,흥창사납골당 (2107),양호,"[대표](https://places.googleapis.com/v1/places/ChIJsZSbtaaXfDURIatbLCG2d3o/photos/AZLasHrpnaYDoDBPQL_Aylh680g11h3me8KLFZWdflCaJ5bnHNtpQ2kMg43AEwY_jmbGXb2VbkqgA9I6IqoMbFkro8hhvDnRha9xzLdCb7BVN5WmOUZSHBNCF077f5jc72fklCL6tMBTP2W2DdeYjLETaofIeadLYXoNlzaxNb1nOXizQQBTtes2Pg74LBXtSs_muymnC4HyYCn8t2VRltQ7RskYjRmLV3NjziJRYTsdtCzYOYHglHkl-jG1YEWD_sCwlm1zHBmRocs734OGKxPruW_uSYzncQvjT0OmJgiWBOiB2MG4O2E2UB1NFmn_37hjMtsQpE501zXWKWyeT7jL-cjIJQPIaXZ-0lULdlVNb2JcvwK9j4A4VHk470irl6qD_6lqe4P_oV4qzHZFGpCPkcoaBOJ22YH8T9DPa_OhGlE/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJsZSbtaaXfDURIatbLCG2d3o/photos/AZLasHrpnaYDoDBPQL_Aylh680g11h3me8KLFZWdflCaJ5bnHNtpQ2kMg43AEwY_jmbGXb2VbkqgA9I6IqoMbFkro8hhvDnRha9xzLdCb7BVN5WmOUZSHBNCF077f5jc72fklCL6tMBTP2W2DdeYjLETaofIeadLYXoNlzaxNb1nOXizQQBTtes2Pg74LBXtSs_muymnC4HyYCn8t2VRltQ7RskYjRmLV3NjziJRYTsdtCzYOYHglHkl-jG1YEWD_sCwlm1zHBmRocs734OGKxPruW_uSYzncQvjT0OmJgiWBOiB2MG4O2E2UB1NFmn_37hjMtsQpE501zXWKWyeT7jL-cjIJQPIaXZ-0lULdlVNb2JcvwK9j4A4VHk470irl6qD_6lqe4P_oV4qzHZFGpCPkcoaBOJ22YH8T9DPa_OhGlE/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%ED%9D%A5%EC%B0%BD%EC%82%AC,https://www.google.com/maps/search/?api=1&query=%ED%9D%A5%EC%B0%BD%EC%82%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%A7%84%EA%B4%80%EB%8F%99%2071-9
822,봉안당,천주교구파발교회 성요셉관,서울특별시 은평구 진관2로 29-16 구파발성당,02-389-1501,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001482/1707891955135.PNG)",https://map.naver.com/v5/search/%EC%B2%9C%EC%A3%BC%EA%B5%90%EA%B5%AC%ED%8C%8C%EB%B0%9C%EA%B5%90%ED%9A%8C%20%EC%84%B1%EC%9A%94%EC%85%89%EA%B4%80,https://www.google.com/maps/search/?api=1&query=%EC%B2%9C%EC%A3%BC%EA%B5%90%EA%B5%AC%ED%8C%8C%EB%B0%9C%EA%B5%90%ED%9A%8C%20%EC%84%B1%EC%9A%94%EC%85%89%EA%B4%80%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%A7%84%EA%B4%802%EB%A1%9C%2029-16%20%EA%B5%AC%ED%8C%8C%EB%B0%9C%EC%84%B1%EB%8B%B9
824,봉안당,만불사,경상북도 영천시 북안면,064-794-9899,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1465262302266_7000001411_0.jpg)",https://map.naver.com/v5/search/%EB%A7%8C%EB%B6%88%EC%82%AC,https://www.google.com/maps/search/?api=1&query=%EB%A7%8C%EB%B6%88%EC%82%AC%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EB%B6%81%EC%95%88%EB%A9%B4
825,봉안당,조안공원,경기도 파주시 조리읍,1588-9329,O,X,X,,미흡 (가격),"[대표](https://places.googleapis.com/v1/places/ChIJoyI2nOjDfDURE7uVr5XQEQM/photos/AZLasHqEomDmOSR5968d1nGJOmIMNw747kZbe_bjFKqcTpRh3ibgS5uECHKxQ9vA1IjXXXPpLYJsYZr69v-HlnJpe05yHYxTOQoDSfA1atSH8Gm0Hr436pYGR5cS8I1tnoO4_tsEps_pIg8yqowJTO_cDOz3YWPflxYFLptZ0QtsumuGNv31KNHtVkBcRTQDxWM8aAYYGPfBaQLsJ3U_HBZ-L__n6mItX4eUOtiFoxozNmRq3DWlYCY9Y7G3vYGbFliMUjHLl6MPYKtXR8bWdqTxQnlv0x45QxQsn5hM2RztMUWQPwN_KPE9OX5MCdSRXULxG2NtylQOi7CYayejKNS65wTKZDEr4qhZdo6xBwFnxZfhOKLouGx_ru3vVBSWkLEqjgRPDdeEfFG6N67Hq4BPqueYl41P2Z_l1nA2lX_ygETC/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg), [추가](https://places.googleapis.com/v1/places/ChIJoyI2nOjDfDURE7uVr5XQEQM/photos/AZLasHqEomDmOSR5968d1nGJOmIMNw747kZbe_bjFKqcTpRh3ibgS5uECHKxQ9vA1IjXXXPpLYJsYZr69v-HlnJpe05yHYxTOQoDSfA1atSH8Gm0Hr436pYGR5cS8I1tnoO4_tsEps_pIg8yqowJTO_cDOz3YWPflxYFLptZ0QtsumuGNv31KNHtVkBcRTQDxWM8aAYYGPfBaQLsJ3U_HBZ-L__n6mItX4eUOtiFoxozNmRq3DWlYCY9Y7G3vYGbFliMUjHLl6MPYKtXR8bWdqTxQnlv0x45QxQsn5hM2RztMUWQPwN_KPE9OX5MCdSRXULxG2NtylQOi7CYayejKNS65wTKZDEr4qhZdo6xBwFnxZfhOKLouGx_ru3vVBSWkLEqjgRPDdeEfFG6N67Hq4BPqueYl41P2Z_l1nA2lX_ygETC/media?maxHeightPx=800&maxWidthPx=800&key=AIzaSyBS18mDdul10bgKMyu15WPpevY1Y_jZBTg)",https://map.naver.com/v5/search/%EC%A1%B0%EC%95%88%EA%B3%B5%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EC%A1%B0%EC%95%88%EA%B3%B5%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EB%A6%AC%EC%9D%8D
