시설명,주소,전화번호,출처파일
"양주소망장례식장","경기도 양주시 평화로 1741 (회정동)","031-866-4444","15774129-2025-12-23경기도.csv"
"양평 갈월장례식장","경기도 양평군 양평읍 충신로324번길 64 (창대리)","031-774-6066","15774129-2025-12-23경기도.csv"
"웅상중앙병원장례식장","경상남도 양산시 서창로 59 (명동)","055-912-4440","15774129-2025-12-23경남.csv"
"합천고려병원 장례식장","경상남도 합천군 대양면 대야로 737-20 (정양리)","055-931-4464","15774129-2025-12-23경남.csv"
"거창적십자병원장례식장","경상남도 거창군 거창읍 중앙로 91 (상림리, 거창적십자병원)","055-944-4482","15774129-2025-12-23경남.csv"
"남해병원장례식장","경상남도 남해군 남해읍 화전로 175 (아산리)","055-863-5444","15774129-2025-12-23경남.csv"
"하동병원장례식장","경상남도 하동군 하동읍 화심길 51-7 (두곡리)","055-884-7044","15774129-2025-12-23경남.csv"
"김해복음병원장례식장","경상남도 김해시 활천로 33,지하1층김해복음병원장례식장 (삼정동)","055-330-9999","15774129-2025-12-23경남.csv"
"시영의료재단 영동병원장례식장","경상남도 함안군 칠원읍 용산2길 45-13 (용산리, 병원)","055-587-4447","15774129-2025-12-23경남.csv"
"고성장례식장화라주식회사","경상남도 고성군 고성읍 상정대로 390 (교사리)","055-672-5000","15774129-2025-12-23경남.csv"
"의령사랑병원장례식장","경상남도 의령군 의령읍 의합대로 105-8 (무전리)","055-572-3900","15774129-2025-12-23경남.csv"
"고아농협 장례문화원","경상북도 구미시 고아읍 오로4길 112 (오로리)","054-482-7411","15774129-2025-12-23경북.csv"
"남구미요양병원장례식장","경상북도 구미시 금오대로 378 (오태동)","054-716-0044","15774129-2025-12-23경북.csv"
"효사랑요양병원장례식장","경상북도 영천시 금호읍 금호로 484 (신월리, 효사랑요양병원)","054-337-4044","15774129-2025-12-23경북.csv"
"포항성모병원장례식장","경상북도 포항시 남구 대잠동길 17 (대잠동,포항성모병원)","054-260-8048","15774129-2025-12-23경북.csv"
"경산중앙병원장례식장","경상북도 경산시 경안로 11 (백천동)","053-814-0044","15774129-2025-12-23경북.csv"
"의성성심요양병원장례식장","경상북도 의성군 금성면 탑리길 8-2 (대리리)","054-833-4479","15774129-2025-12-23경북.csv"
"영주적십자병원장례식장","경상북도 영주시 대학로 327 (가흥동, 영주적십자병원)","054-630-0128","15774129-2025-12-23경북.csv"
"봉화군산림조합장례식장","경상북도 봉화군 봉화읍 봉화로 850 (적덕리, 봉화군산림조합장례식장)","054-674-4119","15774129-2025-12-23경북.csv"
"명품병원장례문화원","경상북도 영주시 반지미로 260 (가흥동)","054-634-1444","15774129-2025-12-23경북.csv"
"의성중부농협장례식장","경상북도 의성군 봉양면 강변길 957-10 (화전리)","054-832-2704","15774129-2025-12-23경북.csv"
"성누가병원장례식장","경상북도 영주시 구성로 321-12 (영주동)","054-635-4444","15774129-2025-12-23경북.csv"
"기독장례식장","경상북도 영주시 구성로 380 (영주동)","054-631-4444","15774129-2025-12-23경북.csv"
"봉화장례식장","경상북도 봉화군 봉화읍 다덕로 152-1 (유곡리)","054-673-0061","15774129-2025-12-23경북.csv"
"청송군보건의료원장례식장","경상북도 청송군 청송읍 의료원길 19 (금곡리, 청송보건의료원)","054-873-7801","15774129-2025-12-23경북.csv"
"그린장례문화원주식회사","광주광역시 북구 하서로663번길 97 (용전동)","062-250-4455","15774129-2025-12-23광주광역시.csv"
"송정사랑병원장례식장","광주광역시 광산구 송도로 232.지하1층 (송정동)","062-949-9444","15774129-2025-12-23광주광역시.csv"
"(유)브이아이피장례타운","광주광역시 서구 풍서좌로 237 (매월동)","062-521-4444","15774129-2025-12-23광주광역시.csv"
"(주)광주국빈장례문화원","광주광역시 서구 회재로 825 (매월동)","062-606-4000","15774129-2025-12-23광주광역시.csv"
"대명휴장례식장","대구광역시 남구 대명로 86 지하1층 대명휴장례식장(대명동)","053-472-0001","15774129-2025-12-23대구.csv"
"k병원장례식장 예지원","대구광역시 북구 칠곡중앙대로 357 (태전동)","053-322-4444","15774129-2025-12-23대구.csv"
"대구상례원전문장례식장","대구광역시 북구 호국로 133 (서변동)","053-952-4000","15774129-2025-12-23대구.csv"
"수성연도실","대구광역시 수성구 수성로 347 (수성동1가, 수성성당)","053-751-5961","15774129-2025-12-23대구.csv"
"한패밀리병원장례식장","대구광역시 수성구 동대구로 12 (지산동)","053-760-8800","15774129-2025-12-23대구.csv"
"수성요양병원장례식장","대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)","053-766-4444","15774129-2025-12-23대구.csv"
"케이마디병원장례식장","대구광역시 북구 팔달로 217 (노원동2가)","053-353-4442","15774129-2025-12-23대구.csv"
"계산성당 연도실","대구광역시 중구 서성로 10 (계산동2가, 천주교계산천주교회)","053-256-2046","15774129-2025-12-23대구.csv"
"(주)수요양병원장례식장","부산광역시 부산진구 동평로 401,지하1층,지하2층 (양정동)","051-853-1024","15774129-2025-12-23부산.csv"
"해동병원장례식장","부산광역시 영도구 태종로 133 (봉래동3가)","051-410-6891","15774129-2025-12-23부산.csv"
"복지장례문화원","서울특별시 영등포구 도림로 142 (대림동)","02-846-4444","15774129-2025-12-23서울.csv"
"동주병원장례식장","서울특별시 강동구 천호대로170길 19 (성내동)","02-471-4444","15774129-2025-12-23서울.csv"
"세종충남대학교병원 쉴낙원장례식장","세종특별자치시 보듬7로 20 세종충남대학교병원 (아름동)","044-863-4444","15774129-2025-12-23세종.csv"
"한마음효병원장례식장","세종특별자치시 조치원읍 금이로 53-11 (신안리)","044-868-3700","15774129-2025-12-23세종.csv"
"울산영락원","울산광역시 남구 산업로517번길 10 (여천동, 울산영락원장례식장)","052-272-1111","15774129-2025-12-23울산.csv"
"서해장례문화원","인천광역시 강화군 강화읍 중앙로74번길 10 (남산리)","032-933-4463","15774129-2025-12-23인천.csv"
"국제성모장례식장","인천광역시 서구 심곡로100번길 25 (심곡동, 인천국제성모병원)","032-290-3501","15774129-2025-12-23인천.csv"
"인천삼성장례문화원","인천광역시 중구 우현로62번길 34-1 (경동)","032-777-4445","15774129-2025-12-23인천.csv"
"검단탑병원장례식장","인천광역시 서구 청마로19번길 5 (당하동)","032-565-4444","15774129-2025-12-23인천.csv"
"송도하나장례문화원","인천광역시 미추홀구 아암대로253번길 36 (학익동 587-78) 송도하나요양병원 - 송도하나장례문화원","032-832-4443","15774129-2025-12-23인천.csv"
"학교법인영산학원시민장례식장","인천광역시 미추홀구 석정로64번길 22 (숭의동, 시민장례식장)","032-889-4644","15774129-2025-12-23인천.csv"
"진도군산림조합직영추모관장례식장","전라남도 진도군 진도읍 진도대로 7143-10 (쌍정리)","061-543-4040","15774129-2025-12-23전남.csv"
"장흥병원장례식장","전라남도 장흥군 장흥읍 흥성로 74 (건산리)","061-864-4444","15774129-2025-12-23전남.csv"
"목포성심장례문화원","전라남도 목포시 산계길 4-9 (대양동)","061-261-4444","15774129-2025-12-23전남.csv"
"산림조합 장성장례식장","전라남도 장성군 장성읍 역전로 155 (기산리)","061-394-0444","15774129-2025-12-23전남.csv"
"삼성장례식장","전라남도 완도군 완도읍 농공단지1길 24 (가용리)","061-555-4455","15774129-2025-12-23전남.csv"
"목포현대병원장례식장","전라남도 목포시 용당로 322-1 (용해동)","061-270-9708","15774129-2025-12-23전남.csv"
"목포기독병원장례식장","전라남도 목포시 백년대로 303 (상동)","061-283-4444","15774129-2025-12-23전남.csv"
"담양동산병원장례식장","전라남도 담양군 담양읍 죽향대로 1203 (백동리)","061-383-0000","15774129-2025-12-23전남.csv"
"강진군산림조합추모관장례식장","전라남도 강진군 강진읍 해강로 1437 (서성리)","061-430-5444","15774129-2025-12-23전남.csv"
"장성병원장례식장","전라남도 장성군 장성읍 역전로 171 (영천리)","061-393-4444","15774129-2025-12-23전남.csv"
"(주)구례장례식장","전라남도 구례군 구례읍 용방로 15 (백련리)","061-782-0444","15774129-2025-12-23전남.csv"
"벌교중앙장례식장","전라남도 보성군 벌교읍 원동길 89 (척령리)","061-857-3000","15774129-2025-12-23전남.csv"
"옥곡장례식장","전라남도 광양시 옥곡면 강변로 448 (신금리)","061-793-4444","15774129-2025-12-23전남.csv"
"여수전남병원장례식장","전라남도 여수시 광무1길 28-6 (광무동, 전남병원장례식장)","061-642-4444","15774129-2025-12-23전남.csv"
"완도대성병원장례식장","전라남도 완도군 완도읍 청해진동로 63 (가용리)","061-554-4456","15774129-2025-12-23전남.csv"
"삼목장례프리드","전라남도 목포시 청호로220번길 17 (산정동)","061-274-4441","15774129-2025-12-23전남.csv"
"해남군산림조합장례식장","전라남도 해남군 해남읍 신안길 2-22 (고도리)","061-532-4444","15774129-2025-12-23전남.csv"
"나주중앙요양병원장례식장","전라남도 나주시 영산로 5406 (성북동)","061-333-0444","15774129-2025-12-23전남.csv"
"노화장례문화센터","전라남도 완도군 노화읍 노화로 789 (이포리)","02-554-0444","15774129-2025-12-23전남.csv"
"모현장례문화원","전라북도 익산시 오산면 무왕로2길 321-20 (장신리)","063-853-9889","15774129-2025-12-23전북.csv"
"(주)모악장례문화원","전라북도 전주시 완산구 우림로 1109 (삼천동2가)","063-221-4400","15774129-2025-12-23전북.csv"
"원광대학교병원장례문화원(천도장례식장)","전라북도 익산시 무왕로 895 (신동) 원광대학교병원 장례식장","063-855-1734","15774129-2025-12-23전북.csv"
"월명장례식장","전라북도 군산시 미룡갈마길 75 (신관동)","063-468-4851","15774129-2025-12-23전북.csv"
"효자장례타운","전라북도 전주시 완산구 콩쥐팥쥐로 1705-36 (효자동3가)","063-228-4441","15774129-2025-12-23전북.csv"
"유림장례식장","전라북도 정읍시 명덕로 54 (연지동, 유림웨딩홀)","063-534-4444","15774129-2025-12-23전북.csv"
"순창온누리장례식장","전라북도 순창군 순창읍 남계로 14 (교성리 659-24)","063-653-4482","15774129-2025-12-23전북.csv"
"함열장례식장","전라북도 익산시 함열읍 정동1길 6-9 (와리)","063-862-4444","15774129-2025-12-23전북.csv"
"시티장례문화원","전라북도 전주시 완산구 콩쥐팥쥐로 1614 (상림동)","063-274-4444","15774129-2025-12-23전북.csv"
"정읍장례문화원","전라북도 정읍시 벚꽃로 131 (연지동)","063-535-7777","15774129-2025-12-23전북.csv"
"전주시민장례문화원","전라북도 전주시 완산구 유연로 27 (효자동3가)","063-263-4444","15774129-2025-12-23전북.csv"
"효천장례원","전북특별자치도 전주시 완산구 삼천동3가 943-5","063-226-4444","15774129-2025-12-23전북.csv"
"전주고려병원장례식장","전라북도 전주시 덕진구 안덕원로 367 (산정동)","063-242-9944","15774129-2025-12-23전북.csv"
"(유)은파장례문화원","전라북도 군산시 미성로 512 (미룡동)","063-445-4444","15774129-2025-12-23전북.csv"
"동전주 장례문화원","전북특별자치도 전주시 덕진구 금상길 69 (금상동)","063-243-4444","15774129-2025-12-23전북.csv"
"김녕농협 장례문화센터","제주특별자치도 제주시 구좌읍 김송로 102 (김녕리)","064-783-6511","15774129-2025-12-23제주.csv"
"태안군보건의료원 상례원","충청남도 태안군 태안읍 서해로 1952-16 (평천리, 태안군보건의료원)","041-671-5303","15774129-2025-12-23충남.csv"
"고덕장례문화원","충청남도 예산군 고덕면 예덕로 592 (대천리)","041-337-4440","15774129-2025-12-23충남.csv"
"청담장례문화원","충청남도 예산군 예산읍 차동로 1451 (대회리)","041-331-7000","15774129-2025-12-23충남.csv"
"황산장례문화원","충청남도 논산시 계백로 1161 (덕지동)","041-733-4447","15774129-2025-12-23충남.csv"
"놀뫼시민장례원","충청남도 논산시 원댕이길 12 (내동)","041-733-0404","15774129-2025-12-23충남.csv"
"성월장례문화원","충청남도 천안시 서북구 성환읍 천안대로 2096 (성월리)","041-588-4444","15774129-2025-12-23충남.csv"
"신풍장례문화원","충청남도 공주시 신풍면 차동로 1817-34 (백룡리)","041-841-4442","15774129-2025-12-23충남.csv"
"서해병원장례식장","충청남도 서천군 서천읍 서천로 184 (사곡리)","041-953-4440","15774129-2025-12-23충남.csv"
"합자회사 서서천장례문화원","충청남도 서천군 비인면 충서로 862 (선도리)","041-952-7778","15774129-2025-12-23충남.csv"
"우리하늘장례원","충청남도 논산시 연무읍 안심로 280 (안심리)","041-741-4404","15774129-2025-12-23충남.csv"
"제천서울병원장례식장","충청북도 제천시 숭문로 57 (서부동, 서울병원)","043-644-4422","15774129-2025-12-23충북.csv"
"진천제일장례식장","충청북도 진천군 진천읍 진광로 190 (송두리)","043-537-4441","15774129-2025-12-23충북.csv"
"초정유진장례식장","충청북도 청주시 청원구 내수읍 우산길 91 (우산리)","043-213-0030","15774129-2025-12-23충북.csv"
"충주기독장례식장","충청북도 충주시 성남2길 7 (성남동)","043-844-4460","15774129-2025-12-23충북.csv"
"참사랑병원장례식장","충청북도 청주시 서원구 청남로 1910 (미평동)","043-298-9200","15774129-2025-12-23충북.csv"
"영동장례식장","충청북도 영동군 영동읍 난계로 804-46 (오탄리)","043-744-0454","15774129-2025-12-23충북.csv"
"농협장례문화원","충청북도 진천군 이월면 진광로 302-1 (중산리)","043-533-8004","15774129-2025-12-23충북.csv"
"의)증평휴장례식장","충청북도 증평군 증평읍 중앙로 114지하1층 (초중리)","043-838-6663","15774129-2025-12-23충북.csv"
"송원장례문화원","충청북도 충주시 주덕읍 신양로 62 (신양리)","043-724-2211","15774129-2025-12-23충북.csv"
"증평장례문화원","충청북도 증평군 증평읍 하평로 55-27 (미암리)","043-838-9936","15774129-2025-12-23충북.csv"
