name,category,address,lat,lng,phone,legacy_id,is_verified,images,location
영산포제일병원장례식장,funeral_home,전라남도 나주시 대기2길 12 영산포제일병원,34.9924727253245,126.711731847394,061-334-1444,1657,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.711731847394 34.9924727253245)
속초시추모의집공설봉안묘,charnel_house,강원특별자치도 속초시 이목로 196,38.203164860577,128.547851137318,033-635-7023,1656,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.547851137318 38.203164860577)
센트럴병원장례식장,funeral_home,경기도 시흥시 공단1대로 237 센트럴 병원,37.336844196739,126.727982612813,031-434-4466,1655,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.727982612813 37.336844196739)
강선사,charnel_house,강원특별자치도 춘천시 남산면 강촌길 31-29 강선사,37.8127653233526,127.630756199322,033-261-4494,1681,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.630756199322 37.8127653233526)
백제종합병원장례식장,funeral_home,충청남도 논산시 시민로294번길 14,36.1927873953856,127.094364879395,041-733-2191,1654,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.094364879395 36.1927873953856)
계룡장례식장입구,funeral_home,충청남도 공주시 소학동,36.4442744021615,127.150108271246,041-857-5040,1650,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.150108271246 36.4442744021615)
광혜병원장례식장,funeral_home,부산광역시 동래구 미남로146번길 11,35.2067758899459,129.071191437024,051-506-1022,1648,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.071191437024 35.2067758899459)
동부장례식장,funeral_home,충청북도 괴산군 괴산읍 괴강로 144,36.8077841377087,127.808778750984,043-832-0999,1647,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.808778750984 36.8077841377087)
분당제생병원 장례식장,funeral_home,경기 성남시 분당구 서현로180번길 20,37.3882035182255,127.121778342112,031-708-4444,1646,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.121778342112 37.3882035182255)
우란장례식장,funeral_home,강원특별자치도 강릉시 옥가로 30,37.7590136704592,128.899900295729,033-649-0169,1644,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.899900295729 37.7590136704592)
고인돌장례식장,funeral_home,전북특별자치도 고창군 고창읍 녹두로 1295 고인돌장례식장,35.4338841506207,126.688061052176,063-562-3223,1643,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.688061052176 35.4338841506207)
성서효요양병원 장례식장,funeral_home,대구 달서구 달구벌대로 1152,35.8510537956943,128.493220744432,053-582-0444,1642,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.493220744432 35.8510537956943)
성제요양병원 장례식장,funeral_home,경북 의성군 안계면 안계길 200,36.3885980400966,128.433078811689,054-861-4441,1641,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.433078811689 36.3885980400966)
의료법인구의료재단구병원장례식장,funeral_home,대구광역시 달서구 감삼북길 141,35.8506823212659,128.541383437137,053-524-4444,1636,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.541383437137 35.8506823212659)
영주현대장례식장,funeral_home,경상북도 영주시 가흥공단로 11 영주현대장례식장,36.8308777762094,128.595323650836,054-634-4400,1711,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.595323650836 36.8308777762094)
좋은강안병원 장례식장,funeral_home,부산광역시 수영구 수영로 493,35.1501725109377,129.11060070761,051-610-9009,1631,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.11060070761 35.1501725109377)
효사랑병원장례식장,funeral_home,경기도 연천군 전곡읍 전곡리 275,38.0176866224687,127.068340127146,031-832-4444,1630,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.068340127146 38.0176866224687)
원진녹색병원장례식장,funeral_home,경기도 구리시 동구릉로 65 성림스포츠센터(원진녹색병원),37.6059427818152,127.133857630216,031-552-5119,1629,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.133857630216 37.6059427818152)
원주민중요양병원장례식장,funeral_home,강원특별자치도 원주시 북원로 2636,37.378607865214,127.946412871556,033-732-0270,1628,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.946412871556 37.378607865214)
백병원 대명아임레디 장례식장,funeral_home,경상남도 거제시 계룡로5길 14,34.8734175518558,128.627541688616,055-636-3112,1653,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.627541688616 34.8734175518558)
선병원장례식장,funeral_home,대전광역시 유성구 북유성대로 93,36.3751011899075,127.324948755618,042-825-9494,1627,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.324948755618 36.3751011899075)
서호추모공원,charnel_house,경기도 평택시 청북읍 고렴길 161-12 서호추모공원,37.0620086318109,126.932733818719,1577-4595,1684,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.932733818719 37.0620086318109)
마송장례식장,funeral_home,경기도 김포시 통진읍 김포대로 2110-44 마송장례식장,37.6857193581959,126.608107480375,031-997-4441,1686,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.608107480375 37.6857193581959)
하나성심병원 장례식장,funeral_home,경기 김포시 통진읍 김포대로 2110-44,37.6857193581959,126.608107480375,031-996-4440,1729,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.608107480375 37.6857193581959)
경상북도 안동의료원 장례식장,funeral_home,경상북도 안동시 태사2길 55 안동의료원,36.5682167973372,128.732066958948,054-850-6440,1728,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.732066958948 36.5682167973372)
가천대 길병원 장례식장,funeral_home,인천광역시 남동구 인주대로653번길 56 가천대 길병원 가천관. 장례식장,37.4518605325406,126.710026344833,032-460-3444,1725,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.710026344833 37.4518605325406)
세종병원장례식장,funeral_home,경기도 부천시 소사구 호현로489번길 28,37.4805232205074,126.791166624657,032-346-1164,1722,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.791166624657 37.4805232205074)
세화병원장례식장,funeral_home,경기도 안산시 상록구 용신로 355 세화병원,37.3020458084826,126.861554977766,031-501-4444,1721,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.861554977766 37.3020458084826)
강릉의료원 장례식장1관,funeral_home,강원특별자치도 강릉시 경강로 2007,37.74990581032,128.88903608073,033-610-1444,1720,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.88903608073 37.74990581032)
보훈공단 대전보훈병원 장례식장,funeral_home,대전광역시 대덕구 신탄진동 대청로82번길 147 대전보훈병원,36.447316412604,127.439693956141,042-939-0575,1719,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.439693956141 36.447316412604)
진도한국병원 장례식장,funeral_home,전남 진도군 진도읍 남문길 48,34.482549608829,126.264074686843,061-544-4408,1718,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.264074686843 34.482549608829)
BHS동래한서요양병원장례식장,funeral_home,부산광역시 금정구 중앙대로 1721,35.2384778285815,129.091272312475,051-582-1041,1717,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.091272312475 35.2384778285815)
제일효요양병원장례식장,funeral_home,대구광역시 서구 북비산로 250 제일효병원,35.878938063665,128.560269043503,053-525-1024,1775,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.560269043503 35.878938063665)
화성중앙병원장례식장,funeral_home,경기도 화성시 향남읍 발안로 5,37.1313511998112,126.910779669531,031-352-4483,1715,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.910779669531 37.1313511998112)
대구가톨릭대학교병원 장례식장,funeral_home,대구광역시 남구 두류공원로17길 33 요셉관,35.8441891121102,128.565825660965,053-650-4444,1713,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.565825660965 35.8441891121102)
인제대학교해운대백병원 장례식장,funeral_home,부산광역시 해운대구 해운대로 875,35.1732594832579,129.182163894191,051-893-4444,1708,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.182163894191 35.1732594832579)
학교법인 가톨릭학원 여의도성모장례식장,funeral_home,서울특별시 영등포구 여의도동 63 로 10,37.5182708055078,126.936729826762,02-3779-1526,1707,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.936729826762 37.5182708055078)
곽병원장례식장,funeral_home,대구광역시 중구 국채보상로 531 곽병원,35.8708319225878,128.588677095755,053-252-1023,1685,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.588677095755 35.8708319225878)
수원시연화장장례식장,funeral_home,경기도 수원시 영통구 광교호수로 278 수원시 연화장,37.2899153565853,127.084066336093,031-218-6560,1706,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.084066336093 37.2899153565853)
온병원 장례식장,funeral_home,부산광역시 부산진구 가야대로 721 온병원,35.1578850259432,129.050099387837,051-607-0111,1704,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.050099387837 35.1578850259432)
금강추모공원,charnel_house,충북 옥천군 동이면 적하길 323-67,36.2816699741344,127.639688539033,043-733-9991,1703,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.639688539033 36.2816699741344)
평화원장례식장,funeral_home,대전광역시 중구 대전천서로 745 중촌동 183-5,36.3473530653174,127.408482021904,042-531-4444,1699,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.408482021904 36.3473530653174)
장림중앙장례식장,funeral_home,부산 사하구 장림번영로 59,35.0809404568036,128.971987441074,051-264-0444,1697,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.971987441074 35.0809404568036)
당진요양병원 신평장례식장,funeral_home,충남 당진시 신평면 말목길 22-13,36.8865763798158,126.762583444207,070-4982-3135,1696,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.762583444207 36.8865763798158)
법화세계추모관,charnel_house,경북 경주시 내남면 내외로 1130-16,35.7405494077257,129.23619840647,054-773-6605,1695,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.23619840647 35.7405494077257)
서울추모공원,charnel_house,서울특별시 서초구 양재대로12길 74,37.4520334456715,127.042811203597,02-3498-2581,1751,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.042811203597 37.4520334456715)
송정장례식장,funeral_home,광주광역시 광산구 상무대로 364,35.1436787958882,126.805540802468,062-941-4400,1693,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.805540802468 35.1436787958882)
M병원장례식장(휴업),funeral_home,대구광역시 북구 팔달로 147,35.8894327643501,128.566197658246,,1692,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.566197658246 35.8894327643501)
홍성추모공원,charnel_house,충청남도 홍성군 금마면 금마로516번길 85,36.6098623357738,126.764154015042,041-633-7780,1691,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.764154015042 36.6098623357738)
경기도의료원수원병원장례식장,funeral_home,경기도 수원시 장안구 수성로245번길 69 경기도립수원의료원,37.2918594997553,126.996380749927,031-888-0744,1690,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.996380749927 37.2918594997553)
웰니스1004요양병원장례식장,funeral_home,대구광역시 서구 달구벌대로 1889,35.8621511136079,128.570869034591,053-570-1004,1689,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.570869034591 35.8621511136079)
천국의계단추모관,charnel_house,전라남도 무안군 일로읍 죽사동길 179-126,34.8649499233871,126.487066306585,061-282-8661,1688,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.487066306585 34.8649499233871)
진도전남병원장례식장,funeral_home,전라남도 진도군 진도읍 남문길 12-11,34.4792734602951,126.26511188762,061-544-4441,1687,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.26511188762 34.4792734602951)
지상낙원추모공원,charnel_house,경기도 고양시 덕양구 대자동 147-2,37.6809163252602,126.893857813033,031-962-4048,1705,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.893857813033 37.6809163252602)
원병원장례식장,funeral_home,경기도 남양주시 화도읍 경춘로 1943-16,37.6519274316524,127.304380651485,031-511-9944,1626,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.304380651485 37.6519274316524)
예은 추모공원,charnel_house,충북 음성군 금왕읍 덕금로 936-61,36.9662916640539,127.589399234884,043-881-4700,1625,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.589399234884 36.9662916640539)
양산농협 양산장례식장,funeral_home,경상남도 양산시 동면 남양산길 73,35.325334916133,129.02752711944,055-366-4440,1624,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.02752711944 35.325334916133)
동두천장례식장,funeral_home,경기도 동두천시 평화로 2972,37.9517649973527,127.062851431147,031-857-0441,1584,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.062851431147 37.9517649973527)
탄현공설묘지,charnel_house,경기도 파주시 탄현면 금승리 산22,37.8083468975196,126.759307497441,031-940-8085,1315,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.759307497441 37.8083468975196)
안양샘병원 장례식장,funeral_home,경기도 안양시 만안구 삼덕로 9,37.3928912406091,126.924820783439,031-467-9114,1038,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.924820783439 37.3928912406091)
부산추모공원,charnel_house,부산광역시 기장군 정관읍 정관로 225 부산추모공원,35.3481916683872,129.160560574696,051-790-5100,1582,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.160560574696 35.3481916683872)
청도대남병원장례식장,funeral_home,경상북도 청도군 화양읍 청화로 79-7 1층 청도대남병원장례식장,35.6486288235506,128.736806148952,054-372-3560,1581,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.736806148952 35.6486288235506)
동강병원장례식장,funeral_home,울산광역시 중구 태화로 240 동강병원남관,35.5524446267697,129.301658340793,052-241-1440,1579,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(129.301658340793 35.5524446267697)
녹야원,charnel_house,대전광역시 유성구 현충원로 389-20,36.3600943726804,127.313246116809,042-824-0801,1578,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.313246116809 36.3600943726804)
김해성모요양병원장례식장,funeral_home,경상남도 김해시 김해대로 2479-1 김해성모병원,35.2280413941406,128.897834917267,055-320-2000,1577,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.897834917267 35.2280413941406)
광주기독병원장례식장,funeral_home,광주광역시 남구 양림로 37 (양림동),35.1362325078132,126.911503084987,062-653-4400,1576,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.911503084987 35.1362325078132)
쉴낙원 김포장례식장,funeral_home,경기도 김포시 승가로58번길 7,37.6071559838466,126.715414740409,031-449-1009,1574,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.715414740409 37.6071559838466)
군위삼성병원 장례식장,funeral_home,대구 군위군 군위읍 중앙길 40,36.2325137509833,128.567327852939,,1572,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.567327852939 36.2325137509833)
옥산전문장례식장,funeral_home,경상북도 경산시 서상길 84,35.8195174949835,128.734043047614,,1571,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(128.734043047614 35.8195174949835)
거창사건추모공원,charnel_house,경상남도 거창군 신원면 신차로 2924 거창사건추모공원,35.5557456170525,127.924890338822,055-940-8510,1570,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.924890338822 35.5557456170525)
우신장례식장,funeral_home,서울특별시 관악구 시흥대로 572 B1,37.4838892721327,126.90281628743,02-838-4444,1569,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.90281628743 37.4838892721327)
김제새만금장례식장,funeral_home,전북특별자치도 김제시 하동1길 33,35.8160077094148,126.89237300193,063-547-4994,1585,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.89237300193 35.8160077094148)
오산한국병원장례식장,funeral_home,경기도 오산시 밀머리로1번길 16,37.1413399848365,127.07550380227,031-375-7600,1567,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.07550380227 37.1413399848365)
베스트장례식장,funeral_home,경기도 고양시 일산서구 경의로 816-1,37.6904150779502,126.760160823872,031-924-4444,1565,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.760160823872 37.6904150779502)
조선대학교병원 장례식장,funeral_home,광주광역시 동구 필문대로 365 조선대학교병원,35.1385485970092,126.928186107501,062-220-3352,1561,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.928186107501 35.1385485970092)
쉴낙원 일산장례식장,funeral_home,경기도 고양시 일산동구 백마로 62,37.6444400751521,126.762450356698,031-923-7000,1560,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.762450356698 37.6444400751521)
해남우리종합병원장례식장,funeral_home,전라남도 해남군 옥천면 해남로 597,34.5843791552937,126.646895885183,061-530-7000,1559,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.646895885183 34.5843791552937)
옥천성모병원장례식장,funeral_home,충청북도 옥천군 옥천읍 성왕로 1195,36.3133286123514,127.572009876887,043-733-0808,1558,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.572009876887 36.3133286123514)
용인서울병원장례문화센터,funeral_home,경기도 용인시 처인구 고림로 81 용인서울병원,37.2403175460026,127.214490542199,031-321-0101,1557,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.214490542199 37.2403175460026)
옥과장례식장,funeral_home,전라남도 곡성군 겸면 곡순로 2088,35.2687247894898,127.153714160304,061-362-4448,1556,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.153714160304 35.2687247894898)
예수병원장례식장,funeral_home,전북특별자치도 전주시 완산구 서원로 365 예수병원,35.8143301116274,127.132602652336,063-285-1009,1555,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(127.132602652336 35.8143301116274)
영암장례식장,funeral_home,전라남도 영암군 영암읍 낭주로 49-1 영암장례식장,34.7952142523202,126.708997828655,061-471-4884,1554,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.708997828655 34.7952142523202)
연수장례식장,funeral_home,인천광역시 연수구 벚꽃로 122,37.4167914021224,126.678831727572,032-819-1024,1553,True,{https://xvmpvzldezpoxxsarizm.supabase.co/storage/v1/object/public/facility-images/defaults/charnel_final_1767789315138.jpg},POINT(126.678831727572 37.4167914021224)
